set,context,dep_gene,tested,replicated,result
primary,EXPR_LOW:SYDE1,ITGAV,True,False,"{""n_pos"": 70, ""n_neg"": 48, ""median_pos"": 0.5776030427986385, ""median_neg"": 0.21413980935088517, ""p"": 0.9998776462422997, ""u"": 2349.0, ""p3"": {""same_line"": {""n_pos"": 58, ""n_neg"": 34, ""median_pos"": 0.5643137331064699, ""median_neg"": 0.21413980935088517, ""p"": 0.9987072805734108}, ""disjoint"": {""n_pos"": 12, ""n_neg"": 14, ""median_pos"": 0.6003830068598155, ""median_neg"": 0.2525097681611208, ""p"": 0.9889554720566619}}}"
primary,EXPR_LOW:PALM2AKAP2,MRPL33,True,False,"{""n_pos"": 20, ""n_neg"": 97, ""median_pos"": 0.31922489640696566, ""median_neg"": 0.10414775306400363, ""p"": 0.9670431446520563, ""u"": 1223.5, ""p3"": {""same_line"": {""n_pos"": 18, ""n_neg"": 74, ""median_pos"": 0.4000960534138653, ""median_neg"": 0.10364668359736735, ""p"": 0.930733126575652}}}"
primary,EXPR_LOW:MICALL2,FDPS,True,True,"{""n_pos"": 12, ""n_neg"": 106, ""median_pos"": 0.040053227894459725, ""median_neg"": 0.10900588730652438, ""p"": 0.002042879582638801, ""u"": 313.0, ""p3"": {""same_line"": {""n_pos"": 8, ""n_neg"": 84, ""median_pos"": 0.021378432877954566, ""median_neg"": 0.10501984554528972, ""p"": 0.002820508150918309}, ""disjoint"": {""n_pos"": 4, ""n_neg"": 22, ""median_pos"": 0.0576846260006075, ""median_neg"": 0.13108096101281652, ""p"": 0.08622073578595318}}}"
primary,EXPR_LOW:DNAJB5,SNAP23,True,False,"{""n_pos"": 20, ""n_neg"": 97, ""median_pos"": 0.07635342198108708, ""median_neg"": 0.13029814665592265, ""p"": 0.08962764818646962, ""u"": 784.0, ""p3"": {""same_line"": {""n_pos"": 13, ""n_neg"": 78, ""median_pos"": 0.05715158924205379, ""median_neg"": 0.09587778029959147, ""p"": 0.07896905175719676}, ""disjoint"": {""n_pos"": 7, ""n_neg"": 19, ""median_pos"": 0.09846632585018893, ""median_neg"": 0.2501278772378517, ""p"": 0.23065825478868954}}}"
primary,EXPR_LOW:RELB,FDPS,True,True,"{""n_pos"": 7, ""n_neg"": 111, ""median_pos"": 0.02651791356764377, ""median_neg"": 0.10844127702605094, ""p"": 0.0014831059209107907, ""u"": 139.0, ""p3"": {""same_line"": {""n_pos"": 6, ""n_neg"": 86, ""median_pos"": 0.02167605578944229, ""median_neg"": 0.106535663478981, ""p"": 0.0025171163253807326}}}"
primary,EXPR_LOW:FERMT1,FERMT2,True,False,"{""n_pos"": 39, ""n_neg"": 79, ""median_pos"": 0.412455253737629, ""median_neg"": 0.5047422320493425, ""p"": 0.5022823328960415, ""u"": 1541.0, ""p3"": {""same_line"": {""n_pos"": 33, ""n_neg"": 59, ""median_pos"": 0.40279344614558155, ""median_neg"": 0.38453245574216977, ""p"": 0.4967523333778543}, ""disjoint"": {""n_pos"": 6, ""n_neg"": 20, ""median_pos"": 0.6102670866901692, ""median_neg"": 0.5468152710732499, ""p"": 0.7529036181210095}}}"
primary,EXPR_LOW:SP100,TXNRD1,True,False,"{""n_pos"": 9, ""n_neg"": 109, ""median_pos"": 0.6618815251929188, ""median_neg"": 0.3624455416787685, ""p"": 0.7942438996841374, ""u"": 571.0, ""p3"": {""same_line"": {""n_pos"": 9, ""n_neg"": 83, ""median_pos"": 0.6618815251929188, ""median_neg"": 0.3803115766854687, ""p"": 0.7691341666334917}}}"
primary,EXPR_LOW:CHMP4C,TXNRD1,True,False,"{""n_pos"": 49, ""n_neg"": 69, ""median_pos"": 0.3803115766854687, ""median_neg"": 0.3714820699046754, ""p"": 0.22226101988046282, ""u"": 1550.0, ""p3"": {""same_line"": {""n_pos"": 40, ""n_neg"": 52, ""median_pos"": 0.3629734085414988, ""median_neg"": 0.5418108126991708, ""p"": 0.039175619831997785}, ""disjoint"": {""n_pos"": 9, ""n_neg"": 17, ""median_pos"": 0.5763225161146922, ""median_neg"": 0.17254553066778314, ""p"": 0.9577090241540462}}}"
primary,EXPR_LOW:CCDC88A,FOXA1,True,True,"{""n_pos"": 10, ""n_neg"": 108, ""median_pos"": 0.020495494938755243, ""median_neg"": 0.4720548227662098, ""p"": 3.795842050607247e-05, ""u"": 130.0, ""p3"": {""same_line"": {""n_pos"": 10, ""n_neg"": 82, ""median_pos"": 0.020495494938755243, ""median_neg"": 0.4656410413178028, ""p"": 4.910596893259511e-05}}}"
primary,EXPR_LOW:EVL,KRAS,True,False,"{""n_pos"": 9, ""n_neg"": 103, ""median_pos"": 0.2551056426806515, ""median_neg"": 0.330724286186749, ""p"": 0.25347472113377906, ""u"": 401.0, ""p3"": {""same_line"": {""n_pos"": 8, ""n_neg"": 80, ""median_pos"": 0.2460843692295677, ""median_neg"": 0.30726383527709733, ""p"": 0.23535016790974583}}}"
primary,EXPR_LOW:PLEKHA6,TXNRD1,True,False,"{""n_pos"": 65, ""n_neg"": 53, ""median_pos"": 0.49136660349547273, ""median_neg"": 0.3371468364504576, ""p"": 0.36051566938586865, ""u"": 1656.0, ""p3"": {""same_line"": {""n_pos"": 54, ""n_neg"": 38, ""median_pos"": 0.45223310036949677, ""median_neg"": 0.44578970533365525, ""p"": 0.06344514624991143}, ""disjoint"": {""n_pos"": 11, ""n_neg"": 15, ""median_pos"": 0.5790195984013098, ""median_neg"": 0.17254553066778314, ""p"": 0.9691466549858436}}}"
placebo,MUT_DAM:COL6A5,BMP8B,False,False,"{""n_pos"": 2, ""n_neg"": 107}"
placebo,EXPR_LOW:CIBAR1,MICOS10,False,False,"{""n_pos"": 0, ""n_neg"": 2}"
placebo,EXPR_LOW:ARMCX5,IRF4,True,False,"{""n_pos"": 10, ""n_neg"": 108, ""median_pos"": 0.5850476965111684, ""median_neg"": 0.6261292555868876, ""p"": 0.18313651938475, ""u"": 446.0, ""p3"": {""same_line"": {""n_pos"": 7, ""n_neg"": 85, ""median_pos"": 0.5910757946210269, ""median_neg"": 0.6634135270086245, ""p"": 0.12227206181710183}, ""disjoint"": {""n_pos"": 3, ""n_neg"": 23, ""median_pos"": 0.5790195984013098, ""median_neg"": 0.5273972602739726, ""p"": 0.5896153846153847}}}"
placebo,EXPR_LOW:FHL2,IRF4,True,False,"{""n_pos"": 28, ""n_neg"": 90, ""median_pos"": 0.5917640590080692, ""median_neg"": 0.6625331317789418, ""p"": 0.08443156428670229, ""u"": 1042.0, ""p3"": {""same_line"": {""n_pos"": 21, ""n_neg"": 71, ""median_pos"": 0.5924523233951114, ""median_neg"": 0.675953245574217, ""p"": 0.026497145539432228}, ""disjoint"": {""n_pos"": 7, ""n_neg"": 19, ""median_pos"": 0.5790195984013098, ""median_neg"": 0.5130450901339265, ""p"": 0.7516129522651263}}}"
gold,MUT_DAM:SMARCA4,SMARCA2,True,False,"{""n_pos"": 5, ""n_neg"": 116, ""median_pos"": 0.5882508740332663, ""median_neg"": 0.593895865747944, ""p"": 0.4472801788581722, ""u"": 279.0, ""p3"": {""same_line"": {""n_pos"": 3, ""n_neg"": 90, ""median_pos"": 0.5882508740332663, ""median_neg"": 0.594299155210022, ""p"": 0.34418106437741774}}}"
gold,MUT_DAM:APC,CTNNB1,True,True,"{""n_pos"": 7, ""n_neg"": 114, ""median_pos"": 0.2236122425229838, ""median_neg"": 0.5958376707213371, ""p"": 0.005011104903529306, ""u"": 173.0, ""p3"": {""same_line"": {""n_pos"": 6, ""n_neg"": 87, ""median_pos"": 0.22245069684024815, ""median_neg"": 0.6561643835616439, ""p"": 0.00911080373157055}}}"
gold,MUT_DAM:RB1,CCND1,False,False,"{""n_pos"": 2, ""n_neg"": 119}"
gold,MUT_HOT:RB1,CCND1,False,False,"{""n_pos"": 0, ""n_neg"": 121}"
gold,EXPR_LOW:MLH1,WRN,False,False,"{""n_pos"": 0, ""n_neg"": 116}"
gold,SIG:MSI_HIGH,WRN,True,True,"{""n_pos"": 12, ""n_neg"": 107, ""median_pos"": 0.4913929248262792, ""median_neg"": 0.6618815251929188, ""p"": 0.008090042624357687, ""u"": 369.0, ""p3"": {""same_line"": {""n_pos"": 9, ""n_neg"": 83, ""median_pos"": 0.4914192461570857, ""median_neg"": 0.6732013163867453, ""p"": 0.022170503951815045}, ""disjoint"": {""n_pos"": 3, ""n_neg"": 24, ""median_pos"": 0.010933186085035893, ""median_neg"": 0.5923763622252094, ""p"": 0.09367521367521367}}}"
gold,EXPR_LOW:RPP25,RPP25L,True,True,"{""n_pos"": 27, ""n_neg"": 91, ""median_pos"": 0.07603409255068137, ""median_neg"": 0.39187774754029725, ""p"": 5.25898628048714e-07, ""u"": 466.0, ""p3"": {""same_line"": {""n_pos"": 22, ""n_neg"": 70, ""median_pos"": 0.062263322288292164, ""median_neg"": 0.3687807210143977, ""p"": 6.878001811374143e-07}, ""disjoint"": {""n_pos"": 5, ""n_neg"": 21, ""median_pos"": 0.1245177031320926, ""median_neg"": 0.43797195253505933, ""p"": 0.17006688963210703}}}"
gold,EXPR_LOW:TTC7B,TTC7A,True,True,"{""n_pos"": 13, ""n_neg"": 104, ""median_pos"": 0.08009669621273167, ""median_neg"": 0.570005003335557, ""p"": 0.00010107619795868931, ""u"": 247.0, ""p3"": {""same_line"": {""n_pos"": 10, ""n_neg"": 82, ""median_pos"": 0.07121696195178623, ""median_neg"": 0.5775766171644696, ""p"": 0.0008747086040090113}, ""disjoint"": {""n_pos"": 3, ""n_neg"": 22, ""median_pos"": 0.08009669621273167, ""median_neg"": 0.4646557124475509, ""p"": 0.06391304347826088}}}"
gold,EXPR_LOW:CYB5A,CYB5B,True,True,"{""n_pos"": 9, ""n_neg"": 108, ""median_pos"": 0.07256174017336313, ""median_neg"": 0.1791083920991346, ""p"": 0.014116404590241645, ""u"": 271.0, ""p3"": {""same_line"": {""n_pos"": 7, ""n_neg"": 85, ""median_pos"": 0.07256174017336313, ""median_neg"": 0.17337153881071266, ""p"": 0.02524169964350775}}}"
gold,MUT_HOT:BRAF,MAPK1,True,True,"{""n_pos"": 7, ""n_neg"": 114, ""median_pos"": 0.07106786200635497, ""median_neg"": 0.22449500680889695, ""p"": 0.0010291183158977484, ""u"": 135.0, ""p3"": {""same_line"": {""n_pos"": 6, ""n_neg"": 87, ""median_pos"": 0.08346572855197458, ""median_neg"": 0.21583165240146104, ""p"": 0.003355994956606395}}}"
gold,MUT_DAM:ARID1A,ARID1B,True,True,"{""n_pos"": 10, ""n_neg"": 111, ""median_pos"": 0.4442078281610641, ""median_neg"": 0.5939375416759279, ""p"": 0.053219462012217146, ""u"": 383.0, ""p3"": {""same_line"": {""n_pos"": 9, ""n_neg"": 84, ""median_pos"": 0.33891284611892875, ""median_neg"": 0.5947016003556346, ""p"": 0.04496126016995743}}}"
gold,MUT_DAM:STAG2,STAG1,True,True,"{""n_pos"": 4, ""n_neg"": 117, ""median_pos"": 0.0547974353154789, ""median_neg"": 0.49176142345757, ""p"": 8.439851637531326e-05, ""u"": 20.0, ""p3"": {""same_line"": {""n_pos"": 3, ""n_neg"": 90, ""median_pos"": 0.056230140717203815, ""median_neg"": 0.38373178518005197, ""p"": 0.0018263643789590493}}}"
gold,MUT_HOT:BRAF,BRAF,True,True,"{""n_pos"": 7, ""n_neg"": 114, ""median_pos"": 0.10272923286427599, ""median_neg"": 0.5767479425225555, ""p"": 1.0044375075219573e-05, ""u"": 63.0, ""p3"": {""same_line"": {""n_pos"": 6, ""n_neg"": 87, ""median_pos"": 0.0932109623241035, ""median_neg"": 0.5910757946210269, ""p"": 4.225672788636685e-06}}}"
gold,MUT_HOT:NRAS,NRAS,True,True,"{""n_pos"": 9, ""n_neg"": 111, ""median_pos"": 0.04734385418981996, ""median_neg"": 0.33587721289151157, ""p"": 7.058986999106661e-05, ""u"": 117.0, ""p3"": {""same_line"": {""n_pos"": 7, ""n_neg"": 86, ""median_pos"": 0.04734385418981996, ""median_neg"": 0.3057216283574783, ""p"": 2.8309405753050055e-05}}}"
gold,MUT_HOT:PIK3CA,PIK3CA,True,True,"{""n_pos"": 15, ""n_neg"": 105, ""median_pos"": 0.16188214979494928, ""median_neg"": 0.5939375416759279, ""p"": 0.00046818808736329165, ""u"": 370.0, ""p3"": {""same_line"": {""n_pos"": 10, ""n_neg"": 83, ""median_pos"": 0.25113138791597905, ""median_neg"": 0.5946043565236719, ""p"": 0.014300875008305727}, ""disjoint"": {""n_pos"": 5, ""n_neg"": 22, ""median_pos"": 0.07581699346405228, ""median_neg"": 0.577671057258001, ""p"": 0.007779016474668649}}}"
gold,MUT_HOT:KRAS,KRAS,True,True,"{""n_pos"": 20, ""n_neg"": 95, ""median_pos"": 0.0285406264185202, ""median_neg"": 0.3744325551232166, ""p"": 1.768533653026546e-05, ""u"": 389.0, ""p3"": {""same_line"": {""n_pos"": 14, ""n_neg"": 75, ""median_pos"": 0.02957614616432138, ""median_neg"": 0.3415279462021828, ""p"": 0.0015480102749795086}, ""disjoint"": {""n_pos"": 6, ""n_neg"": 20, ""median_pos"": 0.020519980190891816, ""median_neg"": 0.5742243967530302, ""p"": 0.00027798288667853883}}}"
