context,context_kind,context_gene,dep_gene,pair,ctx_group,ky_pos,ky_evaluable,beta_av,se_av,beta_lb_av,p_av,q_av,n_av,beta_ky,p_ky_two,p_ky_one,av_pass,ky_pass,dep_expr_in_context,dep_expressed
DEL:ELAVL2,DEL,ELAVL2,ELAVL1,ELAVL1|ELAVL2,DEL:ELAVL2,19,True,-0.02428313870564185,0.037262500853736495,-0.04875136296768168,0.5148061619734114,0.8800675038611615,833,-0.011407655242677438,0.8554490914362671,0.42772454571813356,False,False,,False
EXPR_LOW:COPZ2,EXPR_LOW,COPZ2,COPZ1,COPZ1|COPZ2,EXPR_LOW:COPZ2,69,True,-0.024511797811351585,0.021328894592736517,-0.01729283559041199,0.2507484372239728,0.76443201362732,1031,-0.05254377119622723,0.2960278223965528,0.1480139111982764,False,False,,False
EXPR_LOW:TEAD3,EXPR_LOW,TEAD3,TEAD1,TEAD1|TEAD3,EXPR_LOW:TEAD3,7,True,-0.03304641360024912,0.05106226096408891,-0.06703561788936516,0.5176714209103104,0.8800675038611615,1031,-0.04849387200259004,0.6977477397684505,0.34887386988422525,False,False,,False
EXPR_LOW:RGPD5,EXPR_LOW,RGPD5,RANBP2,RANBP2|RGPD5,EXPR_LOW:RGPD5,9,True,0.0031035335324371043,0.03814669977998825,-0.07166399803633987,0.9351743789845333,0.9958706125988657,1031,0.0831181765794366,0.28931736466119123,0.8553413176694044,False,False,,False
EXPR_LOW:SAMD4A,EXPR_LOW,SAMD4A,SAMD4B,SAMD4A|SAMD4B,EXPR_LOW:SAMD4A,34,True,0.037596663430498195,0.027915711333364134,-0.017118130782895508,0.17836600075376077,0.7361079150946748,1031,-0.14152691181908472,0.009180792608639625,0.0045903963043198125,False,False,,False
EXPR_LOW:BIRC3,EXPR_LOW,BIRC3,BIRC2,BIRC2|BIRC3,EXPR_LOW:BIRC3,44,True,-0.017520245198934453,0.02137616923398954,-0.024377046499685046,0.41263925877874247,0.8657905232066729,1031,-0.06846157393434243,0.11815150158744654,0.05907575079372327,False,False,,False
EXPR_LOW:VRK2,EXPR_LOW,VRK2,VRK1,VRK1|VRK2,EXPR_LOW:VRK2,19,True,0.00010491591306545135,0.04318167109563041,-0.08453115943437015,0.9980619360597133,0.9986115293358011,1031,-0.9856403586401918,7.999383505005757e-16,3.9996917525028784e-16,False,True,,False
EXPR_LOW:CTPS2,EXPR_LOW,CTPS2,CTPS1,CTPS1|CTPS2,EXPR_LOW:CTPS2,10,True,-0.05107324201290407,0.07136156955104059,-0.08879543430713548,0.4743532113142172,0.8800675038611615,1031,-0.08765714630790118,0.49962699270829364,0.24981349635414682,False,False,,False
EXPR_LOW:CDK14,EXPR_LOW,CDK14,CDK1,CDK1|CDK14,EXPR_LOW:CDK14,66,True,0.06738483912249406,0.04164282958349659,-0.014235106861159252,0.10595722825216299,0.7004949978573709,1031,0.14562046896458783,0.0672571072275061,0.966371446386247,False,False,,False
EXPR_LOW:CDK14,EXPR_LOW,CDK14,CDK6,CDK14|CDK6,EXPR_LOW:CDK14,66,True,0.0014501358111762752,0.04200507864267689,-0.08087981832847044,0.9724674057712942,0.9958706125988657,1031,0.02198572299940318,0.7152451894072375,0.6423774052963813,False,False,,False
EXPR_LOW:CDK14,EXPR_LOW,CDK14,CDK2,CDK14|CDK2,EXPR_LOW:CDK14,66,True,-0.008173650034932863,0.031077747648174874,-0.05273873535548988,0.7926021704418912,0.9463906512739,1031,0.010990255902129877,0.8322697040718676,0.5838651479640662,False,False,,False
EXPR_LOW:ATP2B4,EXPR_LOW,ATP2B4,ATP2B1,ATP2B1|ATP2B4,EXPR_LOW:ATP2B4,7,True,-0.13023363903781515,0.05352251825577621,0.025329503256493774,0.015146199910819523,0.33306777286058153,1031,-0.30497105546183023,0.0005726566094425886,0.0002863283047212943,False,True,,False
EXPR_LOW:ERBB3,EXPR_LOW,ERBB3,EGFR,EGFR|ERBB3,EXPR_LOW:ERBB3,57,True,-0.014309171010482359,0.028577982589538805,-0.041703674865013696,0.6166930908038666,0.9012269250004026,1031,0.15702996266616268,0.13571698706319832,0.9321415064684009,False,False,,False
EXPR_LOW:RAB27A,EXPR_LOW,RAB27A,RAB10,RAB10|RAB27A,EXPR_LOW:RAB27A,1,False,0.13253840050818647,0.10321606893589227,-0.0697650946061624,0.19942233754915759,0.7420366048340747,1031,0.1626050541357796,0.617845477730683,0.6910772611346585,False,False,,False
EXPR_LOW:FERMT2,EXPR_LOW,FERMT2,FERMT1,FERMT1|FERMT2,EXPR_LOW:FERMT2,37,True,-0.08258858232336425,0.027527700935563452,0.028634288489659883,0.0027679435691311933,0.22143548553049547,1031,-0.33958647486287014,5.810973060342673e-13,2.9054865301713365e-13,False,True,,False
EXPR_LOW:TEAD2,EXPR_LOW,TEAD2,TEAD1,TEAD1|TEAD2,EXPR_LOW:TEAD2,27,True,-0.02376341583590484,0.035272870208065604,-0.04537140977190374,0.5006632377760499,0.8800675038611615,1031,-0.02691708214746839,0.6688532065811473,0.33442660329057367,False,False,,False
EXPR_LOW:FOSL2,EXPR_LOW,FOSL2,FOSL1,FOSL1|FOSL2,EXPR_LOW:FOSL2,2,False,0.007396223449791626,0.060982913684133916,-0.11213028737111085,0.9034919196709204,0.9958706125988657,1031,-0.4896141514529658,0.06261032728641035,0.031305163643205174,False,False,,False
EXPR_LOW:STXBP2,EXPR_LOW,STXBP2,STXBP3,STXBP2|STXBP3,EXPR_LOW:STXBP2,20,True,-0.05234870635859246,0.04231777043621622,-0.030594123696391327,0.2163762937273387,0.7567601638848751,1031,0.10468738180821696,0.3799634065080847,0.8100182967459577,False,False,,False
EXPR_LOW:SMARCA2,EXPR_LOW,SMARCA2,SMARCA4,SMARCA2|SMARCA4,EXPR_LOW:SMARCA2,10,True,-0.018975588415369452,0.059854232905203864,-0.09833870807883012,0.7512899739604281,0.9318325258423914,1031,-0.28886550050008747,0.0017763597668332702,0.0008881798834166351,False,True,,False
EXPR_LOW:ZNF506,EXPR_LOW,ZNF506,ZNF492,ZNF492|ZNF506,EXPR_LOW:ZNF506,55,True,-0.06345599772450831,0.02541340250707482,0.013645728810641668,0.012693781920048035,0.33306777286058153,1031,-0.026034465690464095,0.5160585908310055,0.25802929541550274,False,False,,False
EXPR_LOW:ITGB5,EXPR_LOW,ITGB5,ITGB1,ITGB1|ITGB5,EXPR_LOW:ITGB5,4,False,0.027212694919337477,0.061437793985722064,-0.09320538129267776,0.6579158454757636,0.9096492938674481,1031,-0.03578891456031178,0.8019922550663865,0.40099612753319325,False,False,,False
EXPR_LOW:MACROH2A2,EXPR_LOW,MACROH2A2,H2AC17,H2AC17|MACROH2A2,EXPR_LOW:MACROH2A2,71,True,-0.016715414667880114,0.017129086942870134,-0.016857595740145347,0.3293855444788569,0.8474962580990256,1031,0.026326167676622644,0.6536338104322434,0.6731830947838783,False,False,,False
EXPR_LOW:MACROH2A2,EXPR_LOW,MACROH2A2,H2AC20,H2AC20|MACROH2A2,EXPR_LOW:MACROH2A2,71,True,0.01827068188721665,0.0228004600810262,-0.0264182198715947,0.4231398105122732,0.8679790984867142,1031,0.09085165374418162,0.020753444557885872,0.9896232777210571,False,False,,False
EXPR_LOW:FERMT1,EXPR_LOW,FERMT1,FERMT2,FERMT1|FERMT2,EXPR_LOW:FERMT1,40,True,-0.009808150118940479,0.04051913258137955,-0.06960934974056343,0.8087838333113525,0.9508217735309895,1031,-0.45845039238284985,1.502956994268856e-08,7.51478497134428e-09,False,True,,False
EXPR_LOW:SMARCA1,EXPR_LOW,SMARCA1,SMARCA5,SMARCA1|SMARCA5,EXPR_LOW:SMARCA1,46,True,0.008631047699838646,0.036704137535516726,-0.06330906186977413,0.8141411435859097,0.9508217735309895,1031,-0.1534896961389763,0.015732111144523105,0.007866055572261553,False,True,,False
EXPR_LOW:MYEF2,EXPR_LOW,MYEF2,HNRNPM,HNRNPM|MYEF2,EXPR_LOW:MYEF2,70,True,-0.052181049976663486,0.038098156049371196,-0.022491335880104053,0.17111820070590675,0.7361079150946748,1031,-0.0919460359858321,0.04106244626220464,0.02053122313110232,False,False,,False
EXPR_LOW:CDK6,EXPR_LOW,CDK6,CDK1,CDK1|CDK6,EXPR_LOW:CDK6,17,True,0.08985893527616867,0.07283572526598063,-0.052899086245153354,0.21760993739251275,0.7567601638848751,1031,0.10207414980409941,0.4747113669797969,0.7626443165101016,False,False,,False
EXPR_LOW:CDK6,EXPR_LOW,CDK6,CDK2,CDK2|CDK6,EXPR_LOW:CDK6,17,True,0.021860379125739546,0.05432309065619724,-0.08461287856040704,0.6874691405481395,0.9318325258423914,1031,-0.012670710729661805,0.8914215392591697,0.44571076962958484,False,False,,False
EXPR_LOW:STX1A,EXPR_LOW,STX1A,STX4,STX1A|STX4,EXPR_LOW:STX1A,1,False,0.11637068760123415,0.10178880147261721,-0.08313536328509558,0.25321810451404975,0.76443201362732,1031,-0.5669760614592365,0.28270185302062967,0.14135092651031483,False,False,,False
EXPR_LOW:DNM1,EXPR_LOW,DNM1,DNM1L,DNM1|DNM1L,EXPR_LOW:DNM1,24,True,-0.02031314185606471,0.04146307941191176,-0.060954493791282344,0.6243104753076055,0.9012269250004026,1031,0.012505401410043531,0.860547901827541,0.5697260490862295,False,False,,False
EXPR_LOW:DNM1,EXPR_LOW,DNM1,DNM2,DNM1|DNM2,EXPR_LOW:DNM1,24,True,0.0022284457362011685,0.04492249648397551,-0.08581964737239084,0.9604463547620297,0.9958706125988657,1031,-0.14501768659727282,0.25391076221559367,0.12695538110779683,False,False,,False
EXPR_LOW:ACTA2,EXPR_LOW,ACTA2,ACTR3,ACTA2|ACTR3,EXPR_LOW:ACTA2,49,True,0.008898678037171683,0.01829642195166549,-0.026962308988092674,0.6268221266790573,0.9012269250004026,1031,-0.026083716770516314,0.6326494908459591,0.31632474542297956,False,False,,False
EXPR_LOW:ACTA2,EXPR_LOW,ACTA2,ACTL6A,ACTA2|ACTL6A,EXPR_LOW:ACTA2,49,True,0.017495892851819586,0.027717118739614476,-0.036829659877824786,0.5280405023166969,0.8800675038611615,1031,-0.006683916955904078,0.9137544001776866,0.4568772000888433,False,False,,False
EXPR_LOW:CPE,EXPR_LOW,CPE,CPD,CPD|CPE,EXPR_LOW:CPE,69,True,-0.02075363420010915,0.017520195257046824,-0.013585948503702622,0.23648755121402348,0.7567601638848751,1031,0.03611999598185529,0.2988518668640192,0.8505740665679904,False,False,,False
EXPR_LOW:CCND1,EXPR_LOW,CCND1,CCND3,CCND1|CCND3,EXPR_LOW:CCND1,10,True,0.03051500844743206,0.04656282556469409,-0.06074812965936836,0.5123990955160047,0.8800675038611615,1031,0.11202855482543536,0.3004820884108527,0.8497589557945736,False,False,,False
EXPR_LOW:CCND1,EXPR_LOW,CCND1,CCND2,CCND1|CCND2,EXPR_LOW:CCND1,10,True,0.24535361134355657,0.05086964942127048,0.14564909847786645,1.6430418852644246e-06,0.00026288670164230794,1031,-0.34818092249886373,0.0007332186231443715,0.00036660931157218575,False,True,,False
EXPR_LOW:SLC38A1,EXPR_LOW,SLC38A1,SLC38A2,SLC38A1|SLC38A2,EXPR_LOW:SLC38A1,1,False,-0.08173209538148311,0.05534975012892328,-0.026753414871206513,0.14009899957147418,0.7004949978573709,1031,-0.12873298455190849,0.5403384900152165,0.27016924500760825,False,False,,False
EXPR_LOW:STX2,EXPR_LOW,STX2,STX4,STX2|STX4,EXPR_LOW:STX2,7,True,0.022422218016926405,0.0832059514848054,-0.14066144689329219,0.7876195480478629,0.9463906512739,1031,-0.5860294761358932,0.002267335380939581,0.0011336676904697906,False,True,,False
EXPR_LOW:RIC8B,EXPR_LOW,RIC8B,RIC8A,RIC8A|RIC8B,EXPR_LOW:RIC8B,0,False,-0.14270946565993636,0.08087831811009943,-0.015812037835858522,0.07796747528227832,0.638073693693992,1031,0.0,1.0,0.5,False,False,,False
EXPR_LOW:AKT3,EXPR_LOW,AKT3,AKT1,AKT1|AKT3,EXPR_LOW:AKT3,75,True,-0.02132129729959565,0.017487728689053888,-0.012954650930949968,0.2230631014176054,0.7567601638848751,1031,-0.10381626386400605,0.0010422065249508555,0.0005211032624754278,False,False,,False
EXPR_LOW:CDK18,EXPR_LOW,CDK18,CDK1,CDK1|CDK18,EXPR_LOW:CDK18,24,True,-0.06670842581298829,0.04905286044197995,-0.02943518065329241,0.1741725552954414,0.7361079150946748,1031,-0.0769008550695402,0.49323994202385607,0.24661997101192804,False,False,,False
EXPR_LOW:CDK18,EXPR_LOW,CDK18,CDK6,CDK18|CDK6,EXPR_LOW:CDK18,24,True,0.010548608814361626,0.04945859389250338,-0.086390235214945,0.8311527382331778,0.9552058598019909,1031,-0.11376910882029195,0.17850623232427387,0.08925311616213694,False,False,,False
EXPR_LOW:CDK18,EXPR_LOW,CDK18,CDK2,CDK18|CDK2,EXPR_LOW:CDK18,24,True,0.039592508673553295,0.0365720644359737,-0.03208873762095517,0.27926365906989425,0.7978961687711265,1031,0.07755980661028232,0.2871227230130854,0.8564386384934572,False,False,,False
EXPR_LOW:ELL2,EXPR_LOW,ELL2,ELL,ELL|ELL2,EXPR_LOW:ELL2,12,True,0.09491860683056873,0.062731946998629,-0.0280360092867441,0.13058887988813778,0.7004949978573709,1031,-0.18228924039016203,0.25253364900900077,0.12626682450450039,False,False,,False
EXPR_LOW:PTK2B,EXPR_LOW,PTK2B,PTK2,PTK2|PTK2B,EXPR_LOW:PTK2B,8,True,0.06380017095881493,0.04954553802460893,-0.03330908356941857,0.19815903182715403,0.7420366048340747,1031,-0.16364057538677854,0.12989488491631324,0.06494744245815662,False,False,,False
