set,context,dep_gene,context_gene,pair,tested_events,replicated_events,replicated,events
gold,LOF:STAG2,STAG1,STAG2,STAG1|STAG2,2,0,False,"[{""dataset"": ""in4mer_unified"", ""line"": ""HeLa"", ""gi"": -0.64, ""sl_called"": false, ""sko_dep"": 0.05, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PC9"", ""gi"": -0.47, ""sl_called"": false, ""sko_dep"": -0.3, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}]"
gold,DEL:STAG1,STAG2,STAG1,STAG1|STAG2,2,0,False,"[{""dataset"": ""in4mer_unified"", ""line"": ""HeLa"", ""gi"": -0.64, ""sl_called"": false, ""sko_dep"": -1.76, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PC9"", ""gi"": -0.47, ""sl_called"": false, ""sko_dep"": -0.27, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}]"
gold,LOF:SMARCA4,SMARCA2,SMARCA4,SMARCA2|SMARCA4,10,1,True,"[{""dataset"": ""in4mer_unified"", ""line"": ""A549"", ""gi"": 0.01, ""sl_called"": false, ""sko_dep"": -1.6, ""ctx_positive"": true, ""predicted"": ""sko_dep_lethal"", ""replicated"": true}, {""dataset"": ""in4mer_unified"", ""line"": ""HT29"", ""gi"": -0.42, ""sl_called"": false, ""sko_dep"": 0.1, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""OVCAR8"", ""gi"": -0.07, ""sl_called"": false, ""sko_dep"": -0.11, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""HAP1"", ""gi"": 0.3, ""sl_called"": false, ""sko_dep"": -0.02, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE1"", ""gi"": -0.39, ""sl_called"": false, ""sko_dep"": 0.34, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HeLa"", ""gi"": -0.31, ""sl_called"": false, ""sko_dep"": 0.41, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PC9"", ""gi"": -0.12, ""sl_called"": false, ""sko_dep"": 0.13, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""A375"", ""gi"": -0.78, ""sl_called"": false, ""sko_dep"": -0.06, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""Mewo"", ""gi"": -0.88, ""sl_called"": false, ""sko_dep"": 0.1, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE"", ""gi"": -0.69, ""sl_called"": false, ""sko_dep"": 0.0, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""Hs936"", ""gi"": 0.45, ""sl_called"": false, ""sko_dep"": -0.32, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HS944"", ""gi"": -0.28, ""sl_called"": false, ""sko_dep"": -0.08, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HSC5"", ""gi"": -0.15, ""sl_called"": false, ""sko_dep"": -0.13, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""IPC298"", ""gi"": -0.39, ""sl_called"": false, ""sko_dep"": -0.09, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""Meljuso"", ""gi"": 0.07, ""sl_called"": false, ""sko_dep"": -0.19, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""MeWo"", ""gi"": 0.06, ""sl_called"": false, ""sko_dep"": -0.05, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PATU8988s"", ""gi"": -0.2, ""sl_called"": false, ""sko_dep"": 0.1, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIGI1"", ""gi"": 0.22, ""sl_called"": false, ""sko_dep"": -0.35, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIMEL_202"", ""gi"": -0.02, ""sl_called"": false, ""sko_dep"": -0.24, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIPK1"", ""gi"": -0.68, ""sl_called"": false, ""sko_dep"": -0.19, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}]"
gold,LOF:ARID1A,ARID1B,ARID1A,ARID1A|ARID1B,10,0,False,"[{""dataset"": ""in4mer_unified"", ""line"": ""A549"", ""gi"": -0.4, ""sl_called"": false, ""sko_dep"": 0.060000000000000026, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""HT29"", ""gi"": -0.1, ""sl_called"": false, ""sko_dep"": 0.54, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""OVCAR8"", ""gi"": -0.55, ""sl_called"": false, ""sko_dep"": 0.51, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""HAP1"", ""gi"": -0.13, ""sl_called"": false, ""sko_dep"": -0.57, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE1"", ""gi"": 0.08, ""sl_called"": false, ""sko_dep"": -0.73, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HeLa"", ""gi"": -0.21, ""sl_called"": false, ""sko_dep"": -0.37, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PC9"", ""gi"": -0.28, ""sl_called"": false, ""sko_dep"": -0.09, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""A375"", ""gi"": -0.76, ""sl_called"": false, ""sko_dep"": -0.18, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""Mewo"", ""gi"": -0.6, ""sl_called"": false, ""sko_dep"": 0.01, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE"", ""gi"": -0.56, ""sl_called"": false, ""sko_dep"": -0.4, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""Hs936"", ""gi"": -0.74, ""sl_called"": false, ""sko_dep"": -0.24, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HS944"", ""gi"": 0.08, ""sl_called"": false, ""sko_dep"": -0.26, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HSC5"", ""gi"": 0.18, ""sl_called"": false, ""sko_dep"": -0.26, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""IPC298"", ""gi"": -0.58, ""sl_called"": false, ""sko_dep"": 0.16, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""Meljuso"", ""gi"": -0.18, ""sl_called"": false, ""sko_dep"": -0.28, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""MeWo"", ""gi"": -0.09, ""sl_called"": false, ""sko_dep"": -0.08, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PATU8988s"", ""gi"": -0.2, ""sl_called"": false, ""sko_dep"": -0.14, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIGI1"", ""gi"": -0.05, ""sl_called"": false, ""sko_dep"": -0.67, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIMEL_202"", ""gi"": -0.11, ""sl_called"": false, ""sko_dep"": -0.47, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIPK1"", ""gi"": 0.19, ""sl_called"": false, ""sko_dep"": -0.28, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}]"
gold,EXPR_LOW:MAP2K1,MAP2K2,MAP2K1,MAP2K1|MAP2K2,8,1,True,"[{""dataset"": ""in4mer_unified"", ""line"": ""A549"", ""gi"": -0.81, ""sl_called"": false, ""sko_dep"": -0.26, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""HT29"", ""gi"": -0.18, ""sl_called"": false, ""sko_dep"": -0.36, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""OVCAR8"", ""gi"": -0.82, ""sl_called"": false, ""sko_dep"": -0.41, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""HAP1"", ""gi"": -0.2, ""sl_called"": false, ""sko_dep"": 0.15, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE1"", ""gi"": -0.26, ""sl_called"": false, ""sko_dep"": -0.24, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HeLa"", ""gi"": -1.13, ""sl_called"": true, ""sko_dep"": 0.02, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": true}, {""dataset"": ""in4mer_unified"", ""line"": ""PC9"", ""gi"": -0.36, ""sl_called"": false, ""sko_dep"": -0.34, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""Hs936"", ""gi"": -1.19, ""sl_called"": false, ""sko_dep"": -0.42, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HS944"", ""gi"": -0.83, ""sl_called"": false, ""sko_dep"": -0.38, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HSC5"", ""gi"": -0.82, ""sl_called"": false, ""sko_dep"": -0.34, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""IPC298"", ""gi"": -2.14, ""sl_called"": true, ""sko_dep"": -0.39, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""Meljuso"", ""gi"": -0.55, ""sl_called"": false, ""sko_dep"": -0.25, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""MeWo"", ""gi"": -0.51, ""sl_called"": false, ""sko_dep"": -0.22, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PATU8988s"", ""gi"": -0.76, ""sl_called"": false, ""sko_dep"": -0.26, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIGI1"", ""gi"": -1.04, ""sl_called"": false, ""sko_dep"": -0.74, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIMEL_202"", ""gi"": -0.96, ""sl_called"": false, ""sko_dep"": -0.38, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIPK1"", ""gi"": -1.83, ""sl_called"": true, ""sko_dep"": -0.17, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}]"
gold,EXPR_LOW:MAP2K2,MAP2K1,MAP2K2,MAP2K1|MAP2K2,8,1,True,"[{""dataset"": ""in4mer_unified"", ""line"": ""A549"", ""gi"": -0.81, ""sl_called"": false, ""sko_dep"": -0.135, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""HT29"", ""gi"": -0.18, ""sl_called"": false, ""sko_dep"": -0.93, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""OVCAR8"", ""gi"": -0.82, ""sl_called"": false, ""sko_dep"": -0.07, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""HAP1"", ""gi"": -0.2, ""sl_called"": false, ""sko_dep"": -1.13, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE1"", ""gi"": -0.26, ""sl_called"": false, ""sko_dep"": -0.18, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HeLa"", ""gi"": -1.13, ""sl_called"": true, ""sko_dep"": -0.25, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": true}, {""dataset"": ""in4mer_unified"", ""line"": ""PC9"", ""gi"": -0.36, ""sl_called"": false, ""sko_dep"": -0.19, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""Hs936"", ""gi"": -1.19, ""sl_called"": false, ""sko_dep"": -0.66, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HS944"", ""gi"": -0.83, ""sl_called"": false, ""sko_dep"": 0.01, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HSC5"", ""gi"": -0.82, ""sl_called"": false, ""sko_dep"": -0.26, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""IPC298"", ""gi"": -2.14, ""sl_called"": true, ""sko_dep"": 0.09, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""Meljuso"", ""gi"": -0.55, ""sl_called"": false, ""sko_dep"": 0.04, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""MeWo"", ""gi"": -0.51, ""sl_called"": false, ""sko_dep"": 0.13, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PATU8988s"", ""gi"": -0.76, ""sl_called"": false, ""sko_dep"": -0.13, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIGI1"", ""gi"": -1.04, ""sl_called"": false, ""sko_dep"": -0.22, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIMEL_202"", ""gi"": -0.96, ""sl_called"": false, ""sko_dep"": 0.06, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIPK1"", ""gi"": -1.83, ""sl_called"": true, ""sko_dep"": -0.08, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}]"
gold,EXPR_LOW:CDK4,CDK6,CDK4,CDK4|CDK6,5,0,False,"[{""dataset"": ""in4mer_unified"", ""line"": ""HeLa"", ""gi"": -0.12, ""sl_called"": false, ""sko_dep"": -0.23, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PC9"", ""gi"": -0.72, ""sl_called"": false, ""sko_dep"": -0.29, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""A549"", ""gi"": -0.33, ""sl_called"": false, ""sko_dep"": -0.9, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""Hs936"", ""gi"": -0.41, ""sl_called"": false, ""sko_dep"": -0.58, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HS944"", ""gi"": -0.73, ""sl_called"": false, ""sko_dep"": -1.17, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HSC5"", ""gi"": -0.33, ""sl_called"": false, ""sko_dep"": -1.1, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""IPC298"", ""gi"": -1.22, ""sl_called"": true, ""sko_dep"": -0.98, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""Meljuso"", ""gi"": -0.42, ""sl_called"": false, ""sko_dep"": -0.46, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""MeWo"", ""gi"": -0.47, ""sl_called"": false, ""sko_dep"": -0.17, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PATU8988s"", ""gi"": -0.53, ""sl_called"": false, ""sko_dep"": -0.53, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIGI1"", ""gi"": 0.15, ""sl_called"": false, ""sko_dep"": 0.05, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIMEL_202"", ""gi"": -0.52, ""sl_called"": false, ""sko_dep"": -0.64, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIPK1"", ""gi"": -1.57, ""sl_called"": true, ""sko_dep"": -0.95, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}]"
gold,EXPR_LOW:CDK6,CDK4,CDK6,CDK4|CDK6,5,0,False,"[{""dataset"": ""in4mer_unified"", ""line"": ""HeLa"", ""gi"": -0.12, ""sl_called"": false, ""sko_dep"": -0.45, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PC9"", ""gi"": -0.72, ""sl_called"": false, ""sko_dep"": -1.53, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""A549"", ""gi"": -0.33, ""sl_called"": false, ""sko_dep"": -0.87, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""Hs936"", ""gi"": -0.41, ""sl_called"": false, ""sko_dep"": -2.28, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HS944"", ""gi"": -0.73, ""sl_called"": false, ""sko_dep"": -0.77, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HSC5"", ""gi"": -0.33, ""sl_called"": false, ""sko_dep"": -0.25, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""IPC298"", ""gi"": -1.22, ""sl_called"": true, ""sko_dep"": -1.1, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""Meljuso"", ""gi"": -0.42, ""sl_called"": false, ""sko_dep"": -0.44, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""MeWo"", ""gi"": -0.47, ""sl_called"": false, ""sko_dep"": -0.1, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PATU8988s"", ""gi"": -0.53, ""sl_called"": false, ""sko_dep"": -0.12, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIGI1"", ""gi"": 0.15, ""sl_called"": false, ""sko_dep"": -0.48, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIMEL_202"", ""gi"": -0.52, ""sl_called"": false, ""sko_dep"": -0.72, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""TIPK1"", ""gi"": -1.57, ""sl_called"": true, ""sko_dep"": -0.25, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}]"
gold,EXPR_LOW:CCNL1,CCNL2,CCNL1,CCNL1|CCNL2,5,3,True,"[{""dataset"": ""in4mer_unified"", ""line"": ""HAP1"", ""gi"": -0.54, ""sl_called"": false, ""sko_dep"": -0.78, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE1"", ""gi"": -0.78, ""sl_called"": false, ""sko_dep"": 0.23, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HeLa"", ""gi"": -1.99, ""sl_called"": true, ""sko_dep"": 0.15, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": true}, {""dataset"": ""in4mer_unified"", ""line"": ""PC9"", ""gi"": -1.58, ""sl_called"": true, ""sko_dep"": 0.12, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": true}, {""dataset"": ""in4mer_unified"", ""line"": ""A375"", ""gi"": -1.06, ""sl_called"": true, ""sko_dep"": -0.36, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": true}, {""dataset"": ""in4mer_unified"", ""line"": ""Mewo"", ""gi"": -0.21, ""sl_called"": false, ""sko_dep"": -0.44, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE"", ""gi"": -0.81, ""sl_called"": false, ""sko_dep"": -0.28, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}]"
gold,EXPR_LOW:CCNL2,CCNL1,CCNL2,CCNL1|CCNL2,5,3,True,"[{""dataset"": ""in4mer_unified"", ""line"": ""HAP1"", ""gi"": -0.54, ""sl_called"": false, ""sko_dep"": -1.12, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE1"", ""gi"": -0.78, ""sl_called"": false, ""sko_dep"": 0.07, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""HeLa"", ""gi"": -1.99, ""sl_called"": true, ""sko_dep"": -1.04, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": true}, {""dataset"": ""in4mer_unified"", ""line"": ""PC9"", ""gi"": -1.58, ""sl_called"": true, ""sko_dep"": 0.04, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": true}, {""dataset"": ""in4mer_unified"", ""line"": ""A375"", ""gi"": -1.06, ""sl_called"": true, ""sko_dep"": 0.04, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": true}, {""dataset"": ""in4mer_unified"", ""line"": ""Mewo"", ""gi"": -0.21, ""sl_called"": false, ""sko_dep"": -0.12, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE"", ""gi"": -0.81, ""sl_called"": false, ""sko_dep"": 0.04, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}]"
gold,EXPR_LOW:FAM50B,FAM50A,FAM50B,FAM50A|FAM50B,4,1,True,"[{""dataset"": ""in4mer_unified"", ""line"": ""HeLa"", ""gi"": -0.18, ""sl_called"": false, ""sko_dep"": -0.28, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""PC9"", ""gi"": -0.48, ""sl_called"": false, ""sko_dep"": -0.28, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""A375"", ""gi"": -1.15, ""sl_called"": true, ""sko_dep"": -0.95, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": true}, {""dataset"": ""in4mer_unified"", ""line"": ""Mewo"", ""gi"": -0.85, ""sl_called"": false, ""sko_dep"": -0.05, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE"", ""gi"": -1.21, ""sl_called"": true, ""sko_dep"": -0.22, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}]"
gold,DEL:ENO1,ENO2,ENO1,ENO1|ENO2,3,0,False,"[{""dataset"": ""in4mer_unified"", ""line"": ""HAP1"", ""gi"": -0.78, ""sl_called"": false, ""sko_dep"": -0.04, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE1"", ""gi"": -0.8, ""sl_called"": false, ""sko_dep"": 0.32, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}, {""dataset"": ""in4mer_unified"", ""line"": ""A375"", ""gi"": -0.22, ""sl_called"": false, ""sko_dep"": -0.28, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""Mewo"", ""gi"": -0.49, ""sl_called"": false, ""sko_dep"": 0.03, ""ctx_positive"": false, ""predicted"": ""sl_gi"", ""replicated"": false}, {""dataset"": ""in4mer_unified"", ""line"": ""RPE"", ""gi"": -0.9, ""sl_called"": false, ""sko_dep"": -0.27, ""ctx_positive"": null, ""predicted"": ""context_unknown"", ""replicated"": null}]"
