context,drug,beta,r,se,beta_lb,p,n_models,df,q
EXPR_LOW:PRSS8,Palbociclib,-0.6383075575051473,-0.193341657714478,0.12744285881153097,0.38851955423454665,7.084317546344474e-07,711,646,0.00277371801223759
EXPR_LOW:GPRC5A,Pevonedistat,-1.3523305869140383,-0.20399340963599685,0.25693707820159645,0.8487339136389093,1.935634872388228e-07,703,638,0.0012664871960874247
EXPR_LOW:CAPN8,Pevonedistat,-1.0753101500757243,-0.19790653956872575,0.21085660824913033,0.6620311979074289,4.490429768836665e-07,703,638,0.002097128541377496
EXPR_LOW:TMEM45B,Pevonedistat,-0.9464073618593591,-0.18481424068574742,0.19924423447692666,0.5558886622845829,2.514657619448811e-06,703,638,0.00561123390922141
EXPR_LOW:BTC,Pevonedistat,-0.9110342270142603,-0.19512440150176877,0.18129411535107842,0.5556977609261466,6.540172524110944e-07,703,638,0.00262677903052819
EXPR_LOW:CEACAM6,Pevonedistat,-0.9096059329806984,-0.17812095987736143,0.19894215224198325,0.5196793145864111,5.7976489642509025e-06,703,638,0.00881087195080268
EXPR_LOW:HRCT1,Pevonedistat,-0.8880586409034583,-0.1985439864891489,0.17355670719694027,0.5478874947974555,4.1166354631898744e-07,703,638,0.0020016662574301814
EXPR_LOW:IRS2,Rapamycin,-0.8562941244800862,-0.22014043041799422,0.1508114826941614,0.56070361839953,2.0784636577733112e-08,698,633,0.0003377184746120772
EXPR_LOW:STK32A,Rapamycin,-0.685590853817405,-0.18472766751662376,0.14497457060243454,0.40144069543663335,2.783134311444816e-06,698,633,0.005945690268327494
MUT_HOT:NRAS,Refametinib,-1.1953439615225174,-0.17210189571821286,0.23223009695563118,0.7401729714894802,3.270869062012147e-07,936,868,0.001771553564171188
EXPR_LOW:ZNF501,Refametinib,-0.5963327795231891,-0.17809187898769963,0.13127302972443738,0.33903764126329183,6.657517218890556e-06,695,630,0.009413294846750042
EXPR_LOW:CHMP4C,Ribociclib,-0.5492267637882227,-0.18370872887388234,0.11625629341532095,0.32136442869419357,2.8414594745066028e-06,704,639,0.0059637493506400074
EXPR_LOW:SCNN1A,Ribociclib,-0.49051095790031013,-0.17972532330361565,0.10620846064342916,0.28234237503918896,4.677977835518043e-06,704,639,0.007888715682744388
EXPR_LOW:HNF1B,Ribociclib,-0.48923906824329333,-0.17869565549781455,0.10656377793094178,0.28037406349864746,5.312049635142276e-06,704,639,0.008441336081006171
EXPR_LOW:ITGB8,Ribociclib,-0.4728553251455724,-0.20008948845719385,0.0915969682138101,0.29332526744650456,3.260810209179002e-07,704,639,0.0017710250470252269
EXPR_LOW:C1orf116,Ribociclib,-0.4556740432962416,-0.17676404036293467,0.10037297628138318,0.2589430097847306,6.729449284279318e-06,704,639,0.00946007616084396
EXPR_LOW:TMEM139,Ribociclib,-0.45031205112415756,-0.19800162343214814,0.08818806982384726,0.27746343426941694,4.341733189230318e-07,704,639,0.0020621136140067825
MUT_HOT:BRAF,SB590885,-1.337883322371922,-0.247270311496942,0.17835660954024296,0.9883043676730459,1.5705051559859706e-13,932,864,2.355535447095339e-08
EXPR_LOW:CCDC71L,SB590885,-1.1671256310186928,-0.1813817274827266,0.2525108784725262,0.6722043092125416,4.612983788745566e-06,693,628,0.00783773290875796
EXPR_LOW:BAIAP2L1,SB590885,-0.9910887284246106,-0.21087072734990095,0.1833324685086366,0.6317570901476829,9.167864493725928e-08,693,628,0.0007840196875306454
EXPR_LOW:IL13RA1,SB590885,-0.913977201566804,-0.18008481998351997,0.19921384153585828,0.5235180721565218,5.406744182411413e-06,693,628,0.008511059341790113
EXPR_LOW:ZSCAN31,SB590885,-0.7209931359624542,-0.19942652283479656,0.1413695300414526,0.4439088570812071,4.5020821443411364e-07,693,628,0.002097128541377496
EXPR_LOW:STING1,SB590885,-0.6714160373326327,-0.19764229446232556,0.13288610674971157,0.410959268103198,5.723030416726348e-07,693,628,0.0024524958846197146
EXPR_LOW:PPARGC1A,SN-38,-0.7269983616616439,-0.18541726203833772,0.15253733477963582,0.42802518549355767,2.328862370133012e-06,703,638,0.005425153059836642
EXPR_LOW:SLC16A1,Sapitinib,-2.065817684094195,-0.17721846549125705,0.45172482964080257,1.180437017998222,5.760621834024668e-06,710,645,0.008775119235883314
EXPR_LOW:LIX1L,Sapitinib,-0.8543494127346292,-0.17794032439092325,0.18603497799394972,0.4897208558664877,5.2694964972857224e-06,710,645,0.008414863703809712
EXPR_LOW:ZEB1,Sapitinib,-0.8230379747143934,-0.2128027369722935,0.14879888575857106,0.5313921586275941,4.625341345196371e-08,710,645,0.0005368193190669886
EXPR_LOW:PRKG1,Sapitinib,-0.8039687644748104,-0.18968083356004348,0.16386234185774615,0.4827985744336279,1.1761534894974938e-06,710,645,0.0037312041482681466
EXPR_LOW:ZFHX4,Sapitinib,-0.6882315583330999,-0.1846237437587283,0.14425684156381774,0.40548814886801715,2.2702684256866848e-06,710,645,0.005347648181588045
EXPR_LOW:PDLIM3,Sapitinib,-0.6871003724835476,-0.19322980301426584,0.13737357005737225,0.417848175171098,7.335156454204069e-07,710,645,0.002843380798590529
MUT_HOT:NRAS,Selumetinib,-1.2664287324941297,-0.19423746298575814,0.21462986701489875,0.8457541931449282,5.150191861616542e-09,956,888,0.00013947120131735721
EXPR_LOW:GFRA1,Selumetinib,-0.7583491289290744,-0.18903528946553902,0.15499168394508106,0.4545654283967155,1.2564295614410853e-06,711,646,0.0038701523882635246
EXPR_LOW:ZNF501,Selumetinib,-0.622001931342214,-0.20045246676448525,0.11960757827661961,0.38757107792003964,2.673139411687078e-07,711,646,0.0015842340410753956
EXPR_LOW:SIPA1L1,Sorafenib,-2.181393467479489,-0.2096260581198323,0.4025132536467504,1.3924674903318581,8.481416355601402e-08,704,639,0.0007461168117873212
EXPR_LOW:TUBB2A,Sorafenib,-1.5536537815763394,-0.2099879841366482,0.2861651547013926,0.9927700783616099,8.048627009300268e-08,704,639,0.0007241648224869481
EXPR_LOW:NEDD4L,Sorafenib,-1.4068183455364767,-0.21304406426795341,0.25522995955376837,0.9065676248110907,5.152708759075308e-08,704,639,0.0005644485471233778
EXPR_LOW:TRAF3IP2,Sorafenib,-1.1176517707802898,-0.17963446504810243,0.24212734848193343,0.6430821677557003,4.7308803662593e-06,704,639,0.00792535654577496
EXPR_LOW:NEDD4,Sorafenib,-0.9541824600052732,-0.1767521039779597,0.21019588724439384,0.5421985210062612,6.739238883253594e-06,704,639,0.00946007616084396
EXPR_LOW:HIVEP2,Sorafenib,-0.8493010017829041,-0.18329757647378084,0.18019112390763814,0.4961263989239334,2.9930032630227806e-06,704,639,0.006123615582679986
EXPR_LOW:ELOVL7,Talazoparib,-0.8532050030334323,-0.18244824796506837,0.18217663581335658,0.4961387968392534,3.450600943239535e-06,702,637,0.006668024706386063
EXPR_LOW:IL6R,Talazoparib,-0.8018514026691472,-0.17947905365192635,0.17414072915696105,0.4605355735215036,4.9904280175108845e-06,702,637,0.008163101002844802
EXPR_LOW:STK32A,Tamoxifen,-0.6412403006899928,-0.22407973017382768,0.11032684757363213,0.42499967944567385,9.73628949984636e-09,704,639,0.000213303067948679
EXPR_LOW:CREBRF,Tanespimycin,-1.0499459766390564,-0.182299529790682,0.2252598280442333,0.6084367136723592,3.839363231066433e-06,697,632,0.007038248582000257
EXPR_LOW:ZNF610,Tanespimycin,-0.7643205049470859,-0.21406445128761967,0.1387352297074005,0.492399454720581,5.2514096533765846e-08,697,632,0.0005688862086750224
EXPR_LOW:NPTXR,Tanespimycin,-0.7522478863628751,-0.20473068422769317,0.14306111256253431,0.47184810574030783,1.9929731322127617e-07,697,632,0.0012890636932987411
MUT_HOT:PIK3CA,Taselisib,-1.5462637600388047,-0.2621386300997117,0.19113123170091376,1.1716465459050138,1.9531327286495137e-15,955,887,4.231388271604978e-10
MUT_DAM:GNA13,Temsirolimus,-3.154602185536928,-0.2244873012648954,0.47164000267861783,2.2301877802868373,4.101726494713923e-11,911,843,3.477222585659619e-06
EXPR_LOW:ERBB2,Temsirolimus,-2.5707483876302035,-0.18083464212527658,0.563336533112638,1.4666087827294332,6.076109026790636e-06,681,616,0.009036837984882388
EXPR_LOW:CHMP4C,Temsirolimus,-1.0137632089093451,-0.20298100534789426,0.1970400420458314,0.6275647264995157,3.6018374158415326e-07,681,616,0.0018517995699565241
EXPR_LOW:NAV2,Temsirolimus,-0.9203024097062922,-0.19488106963278157,0.18662202942391,0.5545232320354285,1.0515422922026271e-06,681,616,0.0034633682196171583
EXPR_LOW:IRS2,Temsirolimus,-0.9175593098948656,-0.21512229806849598,0.16782990631724515,0.5886126935130651,6.64994357465615e-08,681,616,0.0006450829045254604
EXPR_LOW:SPINT1,Temsirolimus,-0.8486373361548416,-0.20408889309574824,0.16401137377852948,0.5271750435489237,3.100166616748282e-07,681,616,0.0017369984114947324
MUT_HOT:NRAS,Trametinib,-1.3630390380749202,-0.17120226599022167,0.2633766111890572,0.8468208801443681,2.8160088655327405e-07,955,887,0.0016150995290443709
MUT_HOT:BRAF,Trametinib,-1.3088494934943815,-0.15046816970995416,0.2887422874258898,0.7429146101396374,6.6142557588500435e-06,955,887,0.009378652916567518
EXPR_LOW:GFRA1,Trametinib,-1.0632149128235124,-0.21736088819393012,0.18785114496909305,0.69502666868409,2.2787816388819244e-08,711,646,0.0003519946786641487
MUT_HOT:KRAS,Trametinib,-0.992629538906137,-0.152959024097584,0.21533242302356104,0.5705779897799574,4.6229553067347925e-06,955,887,0.007845006287516455
EXPR_LOW:RIMS4,Trametinib,-0.9363215924643795,-0.18182578936924546,0.19922916855903175,0.5458324220886772,3.1855494779262374e-06,711,646,0.00635745684836461
EXPR_LOW:ZNF674,Trametinib,-0.9136035844835502,-0.18783047157726415,0.1879645994918337,0.5451929694795561,1.4714686929621995e-06,711,646,0.004198101826851492
EXPR_LOW:GFRA1,Ulixertinib,-0.6623216407213065,-0.19695099712168443,0.1300212940547746,0.40747990437394827,4.614252607814151e-07,708,643,0.0021169278971194722
EXPR_LOW:ZNF501,Ulixertinib,-0.5204915420216256,-0.19992114549631543,0.1005986628710858,0.3233181627942975,3.066923237986791e-07,708,643,0.0017233244957344243
MUT_HOT:PIK3CA,Uprosertib,-1.0161620263373183,-0.18384744945059137,0.18242194621873375,0.6586150117486003,3.370233619785392e-08,955,887,0.00046938110254253387
MUT_DAM:PTEN,Uprosertib,-1.0041234215256345,-0.19262149542812265,0.17175541764922772,0.6674828029331481,7.062094198880434e-09,955,887,0.00017430106661372473
EXPR_LOW:SKAP1,Uprosertib,-0.6561928628823269,-0.18269894566630235,0.13904127399643854,0.3836719658493074,2.902449004658394e-06,710,645,0.0060013165519268415
EXPR_LOW:DUSP4,VE-822,-0.742725315317966,-0.1886232783570353,0.1589298495064711,0.4312228102852827,3.6729309490976624e-06,656,592,0.006853147876981634
EXPR_LOW:PCDHGA4,VE-822,-0.7276181064729935,-0.1838284759819727,0.15990607670634627,0.41420219612855486,6.5031097222415365e-06,656,592,0.009324338824737138
EXPR_LOW:ZNF805,VE-822,-0.7051104371308042,-0.20752127353153324,0.13660760192358293,0.4373595373605817,3.3478791828624373e-07,656,592,0.001789830467889113
EXPR_LOW:RORA,VE-822,-0.6373048686585606,-0.1980347861612737,0.12964547961299447,0.38319972861709145,1.146775302487213e-06,656,592,0.003659575831742075
EXPR_LOW:ZNF610,VE-822,-0.635906332913825,-0.1846362193315992,0.13911809085694704,0.36323487483420885,5.912452321765361e-06,656,592,0.00892189976829224
EXPR_LOW:KLHL36,Venetoclax,-3.070686784424597,-0.20410322471757192,0.5826335064759782,1.9287251117316797,1.864522345404193e-07,704,639,0.0012407766216473114
EXPR_LOW:SNTB2,Venetoclax,-2.7820617552438516,-0.23058270889939345,0.46443610610819097,1.8717669872717972,3.499536012365197e-09,704,639,0.0001018425568579979
EXPR_LOW:MRTFB,Venetoclax,-2.7288138940181597,-0.19668708809933977,0.5381214629086771,1.6740958267171524,5.191207133354265e-07,704,639,0.0023109489785587997
EXPR_LOW:B9D1,Venetoclax,-2.3688226391020013,-0.17642110796733193,0.5228361144708534,1.3440638547391286,7.016182063859444e-06,704,639,0.00963186911712819
EXPR_LOW:IPP,Venetoclax,-2.266484676502863,-0.18072234557832892,0.4879551989793535,1.3100924865033299,4.133386956721486e-06,704,639,0.007358040944162744
EXPR_LOW:TRIM32,Venetoclax,-2.2311184972389992,-0.21034106802935645,0.4102246883657511,1.427078108042127,7.647015049031198e-08,704,639,0.0007000127837953903
EXPR_LOW:C11orf52,Vinblastine,-1.178803975463747,-0.21519541089925254,0.2357267122380199,0.716779619477228,7.845395265875058e-07,575,515,0.0029500934421172647
EXPR_LOW:KLK7,Vinblastine,-1.1281246548499586,-0.20043648694177585,0.24298125524560213,0.6518813945685784,4.366843405108311e-06,575,515,0.007561759450066311
EXPR_LOW:PRSS22,Vinblastine,-1.1068677590454041,-0.1956233475687268,0.24451097549295922,0.627626247079204,7.443078328204412e-06,575,515,0.009933372095899598
EXPR_LOW:UPK2,Vinblastine,-1.1002973438715287,-0.20351394753491237,0.2332528307985089,0.6431217955064512,3.0841475263883558e-06,575,515,0.00623809148683863
EXPR_LOW:FAM110C,Vinblastine,-1.0858587639366148,-0.22243972971144574,0.2097191683276614,0.6748091940143985,3.227317977035873e-07,575,515,0.0017626544058017308
EXPR_LOW:TMEM125,Vinblastine,-1.0485003681706242,-0.1972891805383451,0.2295835627904405,0.5985165851013607,6.197803580281083e-06,575,515,0.009141132061792238
EXPR_LOW:C11orf52,Vinorelbine,-1.0762582805253533,-0.20365433090867488,0.2050004630976244,0.6744573728540095,2.0748977490544938e-07,702,637,0.0013308121149573804
EXPR_LOW:CCDC148,Vinorelbine,-0.9838028357686412,-0.21120002669821852,0.18039968073680748,0.6302194615244986,7.074729810659178e-08,702,637,0.000669632105849526
EXPR_LOW:STK32A,Vinorelbine,-0.94687763934951,-0.19592249465570571,0.187776100662394,0.5788364820512177,5.995157723422861e-07,702,637,0.002525132733342563
EXPR_LOW:TTYH1,Vinorelbine,-0.8917384895119971,-0.21158932488591078,0.1632029521123373,0.5718607033718159,6.685391279246544e-08,702,637,0.0006453110337888802
EXPR_LOW:LGALS4,Vinorelbine,-0.8761909421233055,-0.19187907139820107,0.17756432268594063,0.5281648696588619,1.0270508526584626e-06,702,637,0.0034290414132313574
EXPR_LOW:TTC39A,Vinorelbine,-0.8576798643467227,-0.19572975375942328,0.1702613872698651,0.5239675452977872,6.152569840856823e-07,702,637,0.0025688177980342803
EXPR_LOW:SP100,Vorinostat,-0.6914536832746647,-0.18146017422989497,0.14823842513173655,0.4009063700164611,3.7699754359547953e-06,704,639,0.0069675435304565264
EXPR_LOW:GBP3,Vorinostat,-0.5372695231087311,-0.22230414799322118,0.09321563112852588,0.3545668860968204,1.2805663903668987e-08,704,639,0.0002522089734343055
EXPR_LOW:ERAP2,Vorinostat,-0.4916297059237102,-0.197100542684264,0.09673770131481843,0.30202381134666606,4.908129347950078e-07,704,639,0.0022152660029404235
EXPR_LOW:IFIT2,Vorinostat,-0.43655066340532883,-0.2240956021716246,0.07510393037753509,0.2893469598653601,9.712368942512347e-09,704,639,0.000213303067948679
EXPR_LOW:DDX60,Vorinostat,-0.4300366058471959,-0.20926609311335737,0.07949361531306014,0.274229119833598,8.934116398630737e-08,704,639,0.0007707912876067517
EXPR_LOW:APOL6,Vorinostat,-0.42768349949128576,-0.19190081027077419,0.08652620389211411,0.2580921398627421,9.849618387166002e-07,704,639,0.003341399543526648
EXPR_LOW:IL18,ZM447439,-0.7761883841404391,-0.17843794338693927,0.17065858986302845,0.4416975480089034,6.493053126555276e-06,694,629,0.009324338824737138
EXPR_LOW:SMIM6,ZM447439,-0.7436910225923822,-0.1798465150638464,0.16219053777720113,0.425797568549068,5.471354355449286e-06,694,629,0.008564283400819247
EXPR_LOW:C14orf28,ZM447439,-0.5695007554465408,-0.18673446925819767,0.11946410984033537,0.33535110015948344,2.323673707885619e-06,694,629,0.005419540878486491
