set,context,drug,tested,replicated,result
primary,EXPR_LOW:ZNF404,MK-8776,True,False,"{""res"": {""beta"": -0.012889460269861201, ""r"": -0.028540853875613423, ""p_two"": 0.5527296067185598, ""se"": 0.021694361167523962, ""df"": 433, ""n"": 476, ""n_pos"": 221, ""n_neg"": 255, ""dep_sd"": 0.21609825961017767, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2763648033592799, ""d_discovery"": 0.31557810683293147, ""d_holdout"": 0.0596462937420813, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:PRRG2,Mitoxantrone,True,True,"{""res"": {""beta"": -0.5227013817214778, ""r"": -0.18267952727846717, ""p_two"": 0.0003634921364523019, ""se"": 0.14527064454291555, ""df"": 375, ""n"": 418, ""n_pos"": 190, ""n_neg"": 228, ""dep_sd"": 1.0845037651127873, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.00018174606822615096, ""d_discovery"": 0.4368729348295092, ""d_holdout"": 0.48197286034052395, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SYT8,Mycophenolic acid,True,False,"{""res"": {""beta"": 0.04129987700214914, ""r"": 0.077304639753018, ""p_two"": 0.18397500637386482, ""se"": 0.031012060542679746, ""df"": 295, ""n"": 336, ""n_pos"": 207, ""n_neg"": 129, ""dep_sd"": 0.22903489452701778, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.9080124968130676, ""d_discovery"": 0.4529496671156054, ""d_holdout"": 0.18032133089343405, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SRXN1,Navitoclax,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:BCL3,Navitoclax,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:TUFT1,Navitoclax,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:FAM114A1,Navitoclax,True,False,"{""res"": {""beta"": -0.11348478335485991, ""r"": -0.03353208272223105, ""p_two"": 0.4864687987941848, ""se"": 0.16292741651481726, ""df"": 431, ""n"": 474, ""n_pos"": 6, ""n_neg"": 468, ""dep_sd"": 0.33830950831700424, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2432343993970924, ""d_discovery"": 0.6141865641084575, ""d_holdout"": 0.3354466267277416, ""magnitude_ok"": true, ""replicated"": false}}"
primary,EXPR_LOW:ADAMTSL5,Navitoclax,True,True,"{""res"": {""beta"": -0.10581167866928345, ""r"": -0.08128461152109207, ""p_two"": 0.09115616807711083, ""se"": 0.062495268952977266, ""df"": 431, ""n"": 474, ""n_pos"": 46, ""n_neg"": 428, ""dep_sd"": 0.33830950831700424, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.045578084038555414, ""d_discovery"": 0.42441883348542053, ""d_holdout"": 0.312765902429604, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ADAMTSL4,Navitoclax,True,True,"{""res"": {""beta"": -0.08534262343580581, ""r"": -0.10207273652044287, ""p_two"": 0.03371992029384593, ""se"": 0.04006298497575001, ""df"": 431, ""n"": 474, ""n_pos"": 109, ""n_neg"": 365, ""dep_sd"": 0.33830950831700424, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.016859960146922964, ""d_discovery"": 0.3865124294997726, ""d_holdout"": 0.25226197117651716, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:MPST,Nelarabine,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:ABHD4,Nelarabine,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:THEM4,Nelarabine,True,False,"{""res"": {""beta"": 0.031197939275415247, ""r"": 0.03058921923046994, ""p_two"": 0.5294126696252356, ""se"": 0.04956602057390566, ""df"": 423, ""n"": 466, ""n_pos"": 22, ""n_neg"": 444, ""dep_sd"": 0.20512723676137093, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.7352936651873823, ""d_discovery"": 0.6052518710201207, ""d_holdout"": 0.1520906719555166, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:GLCE,Nilotinib,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:TRAF3IP2,Nilotinib,True,False,"{""res"": {""beta"": -0.09697232300603793, ""r"": -0.06027627595784589, ""p_two"": 0.21494013769007073, ""se"": 0.07808018268396856, ""df"": 423, ""n"": 466, ""n_pos"": 9, ""n_neg"": 457, ""dep_sd"": 0.2214765126661805, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.10747006884503536, ""d_discovery"": 0.832359221066823, ""d_holdout"": 0.4378447260102883, ""magnitude_ok"": true, ""replicated"": false}}"
primary,EXPR_LOW:EXOC6B,Nilotinib,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:CHMP4C,Nilotinib,True,True,"{""res"": {""beta"": -0.08038971953725466, ""r"": -0.10947709293542217, ""p_two"": 0.02400375925481046, ""se"": 0.035488593771526945, ""df"": 423, ""n"": 466, ""n_pos"": 113, ""n_neg"": 353, ""dep_sd"": 0.2214765126661805, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.01200187962740523, ""d_discovery"": 0.46115180807244655, ""d_holdout"": 0.3629717597117023, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:NOS1AP,Nilotinib,True,False,"{""res"": {""beta"": 0.010307815200398203, ""r"": 0.02154096844544248, ""p_two"": 0.6578945308678018, ""se"": 0.02326110989283423, ""df"": 423, ""n"": 466, ""n_pos"": 187, ""n_neg"": 279, ""dep_sd"": 0.2214765126661805, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.671052734566099, ""d_discovery"": 0.3716640283840269, ""d_holdout"": 0.04654134687380875, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:RBM47,Nilotinib,True,False,"{""res"": {""beta"": -0.04072369367990669, ""r"": -0.06398274879134058, ""p_two"": 0.1880053988694824, ""se"": 0.030883271830519053, ""df"": 423, ""n"": 466, ""n_pos"": 93, ""n_neg"": 373, ""dep_sd"": 0.2214765126661805, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0940026994347412, ""d_discovery"": 0.36888489034045446, ""d_holdout"": 0.18387364506360682, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:IL18,Niraparib,True,False,"{""res"": {""beta"": -0.021796243417555525, ""r"": -0.04144238708906432, ""p_two"": 0.3907619013414126, ""se"": 0.025370847543871745, ""df"": 429, ""n"": 472, ""n_pos"": 113, ""n_neg"": 359, ""dep_sd"": 0.17902914263547606, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.1953809506707063, ""d_discovery"": 0.42955236634590993, ""d_holdout"": 0.12174690163117848, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SP100,Nutlin-3a (-),True,False,"{""res"": {""beta"": 0.06111853582764235, ""r"": 0.04901550812686183, ""p_two"": 0.31628191881089235, ""se"": 0.060915661297024, ""df"": 418, ""n"": 461, ""n_pos"": 20, ""n_neg"": 441, ""dep_sd"": 0.22036884528259487, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.8418590405945539, ""d_discovery"": 0.5633032024703094, ""d_holdout"": 0.2773465357558399, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:IFI16,Nutlin-3a (-),True,False,"{""res"": {""beta"": 0.03926396038237002, ""r"": 0.05990430188031896, ""p_two"": 0.22053207435003358, ""se"": 0.03200127712642125, ""df"": 418, ""n"": 461, ""n_pos"": 72, ""n_neg"": 389, ""dep_sd"": 0.22036884528259487, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.8897339628249832, ""d_discovery"": 0.39612330216316755, ""d_holdout"": 0.17817382639555518, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:STK32A,Nutlin-3a (-),True,False,"{""res"": {""beta"": -0.02131835461205709, ""r"": -0.037937605888378884, ""p_two"": 0.43807284332152135, ""se"": 0.027465206185217222, ""df"": 418, ""n"": 461, ""n_pos"": 344, ""n_neg"": 117, ""dep_sd"": 0.22036884528259487, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.21903642166076068, ""d_discovery"": 0.36154512726251664, ""d_holdout"": 0.09673942151268718, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SAMD9,Nutlin-3a (-),True,False,"{""res"": {""beta"": -0.02076651768607899, ""r"": -0.03480207817190424, ""p_two"": 0.4768858091381104, ""se"": 0.029168036340902488, ""df"": 418, ""n"": 461, ""n_pos"": 96, ""n_neg"": 365, ""dep_sd"": 0.22036884528259487, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2384429045690552, ""d_discovery"": 0.3205405096341687, ""d_holdout"": 0.09423527023272545, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:IFIT3,Nutlin-3a (-),True,False,"{""res"": {""beta"": 0.015483810266071544, ""r"": 0.02324681567036967, ""p_two"": 0.6347425684807966, ""se"": 0.03256933167135677, ""df"": 418, ""n"": 461, ""n_pos"": 61, ""n_neg"": 400, ""dep_sd"": 0.22036884528259487, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.6826287157596017, ""d_discovery"": 0.3138934835149061, ""d_holdout"": 0.0702631546951001, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:LONRF3,Nutlin-3a (-),True,False,"{""res"": {""beta"": 0.003785242509932912, ""r"": 0.00789387660379053, ""p_two"": 0.8718597182008216, ""se"": 0.023453178180295697, ""df"": 418, ""n"": 461, ""n_pos"": 149, ""n_neg"": 312, ""dep_sd"": 0.22036884528259487, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.5640701408995892, ""d_discovery"": 0.27671482938561426, ""d_holdout"": 0.017176849590870354, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CA5B,OTX015,True,True,"{""res"": {""beta"": -0.18024645826573113, ""r"": -0.13651518324332393, ""p_two"": 0.009605749381274524, ""se"": 0.06922558734057252, ""df"": 357, ""n"": 399, ""n_pos"": 55, ""n_neg"": 344, ""dep_sd"": 0.45946385754005364, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.004802874690637262, ""d_discovery"": 0.4405848296167363, ""d_holdout"": 0.3922973598636498, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ELOVL7,Olaparib,True,True,"{""res"": {""beta"": -0.05914974156746206, ""r"": -0.12949587964294268, ""p_two"": 0.00684123205446921, ""se"": 0.021766103716699594, ""df"": 433, ""n"": 476, ""n_pos"": 92, ""n_neg"": 384, ""dep_sd"": 0.16508681505258974, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.003420616027234605, ""d_discovery"": 0.38502633188600155, ""d_holdout"": 0.35829476477948546, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SLC16A1,Osimertinib,True,False,"{""res"": {""beta"": -0.12449073921600828, ""r"": -0.06275091536586336, ""p_two"": 0.19145193433035862, ""se"": 0.09515164229737383, ""df"": 433, ""n"": 476, ""n_pos"": 6, ""n_neg"": 470, ""dep_sd"": 0.21942454426028055, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.09572596716517931, ""d_discovery"": 1.6023674803098977, ""d_holdout"": 0.5673510209885082, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:LRRC49,Osimertinib,True,False,"{""res"": {""beta"": 0.0073582780188951305, ""r"": 0.007806942385702439, ""p_two"": 0.8710218526043264, ""se"": 0.04529372460195778, ""df"": 433, ""n"": 476, ""n_pos"": 28, ""n_neg"": 448, ""dep_sd"": 0.21942454426028055, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.5644890736978367, ""d_discovery"": 0.655093791621469, ""d_holdout"": 0.033534434553350465, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:LIX1L,Osimertinib,True,True,"{""res"": {""beta"": -0.11571564671302975, ""r"": -0.18666289207850628, ""p_two"": 8.986754975578474e-05, ""se"": 0.029267735588395582, ""df"": 433, ""n"": 476, ""n_pos"": 89, ""n_neg"": 387, ""dep_sd"": 0.21942454426028055, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 4.493377487789237e-05, ""d_discovery"": 0.5545756311194238, ""d_holdout"": 0.5273596310892563, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ZEB1,Osimertinib,True,True,"{""res"": {""beta"": -0.09060069418607647, ""r"": -0.17814616727383825, ""p_two"": 0.00018789550844542532, ""se"": 0.02404960643862882, ""df"": 433, ""n"": 476, ""n_pos"": 179, ""n_neg"": 297, ""dep_sd"": 0.21942454426028055, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 9.394775422271266e-05, ""d_discovery"": 0.44431962046037077, ""d_holdout"": 0.4129013665791475, ""magnitude_ok"": true, ""replicated"": true}}"
primary,MUT_HOT:NRAS,PD0325901,True,True,"{""res"": {""beta"": -0.5931988231576022, ""r"": -0.18314305658360247, ""p_two"": 0.00013642554031113684, ""se"": 0.1540946345877341, ""df"": 427, ""n"": 470, ""n_pos"": 21, ""n_neg"": 449, ""dep_sd"": 0.7657109224467507, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 6.821277015556842e-05, ""d_discovery"": 0.6941945589226197, ""d_holdout"": 0.7747033583667532, ""magnitude_ok"": true, ""replicated"": true}}"
primary,MUT_HOT:BRAF,PD0325901,True,True,"{""res"": {""beta"": -0.36802811566382837, ""r"": -0.1230780756752022, ""p_two"": 0.010725980307062026, ""se"": 0.14360574084585223, ""df"": 427, ""n"": 470, ""n_pos"": 49, ""n_neg"": 421, ""dep_sd"": 0.7657109224467507, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.005362990153531013, ""d_discovery"": 0.6475374217564765, ""d_holdout"": 0.4806358442528576, ""magnitude_ok"": true, ""replicated"": true}}"
primary,MUT_HOT:KRAS,PD0325901,True,True,"{""res"": {""beta"": -0.4246027786383702, ""r"": -0.1989886634870749, ""p_two"": 3.3091625033076286e-05, ""se"": 0.10119695131249318, ""df"": 427, ""n"": 470, ""n_pos"": 94, ""n_neg"": 376, ""dep_sd"": 0.7657109224467507, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.6545812516538143e-05, ""d_discovery"": 0.5059765050673469, ""d_holdout"": 0.5545209898294197, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PDZRN3,PD0325901,True,False,"{""res"": {""beta"": -0.1476738012538649, ""r"": -0.07004622439501822, ""p_two"": 0.14894637721534654, ""se"": 0.10213338954199526, ""df"": 424, ""n"": 467, ""n_pos"": 342, ""n_neg"": 125, ""dep_sd"": 0.7665638368484523, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.07447318860767327, ""d_discovery"": 0.4286307626027462, ""d_holdout"": 0.192643840154254, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:RIMS4,PD0325901,True,True,"{""res"": {""beta"": -0.25847909239785716, ""r"": -0.14844506958714984, ""p_two"": 0.0021269682468757823, ""se"": 0.0836253910906711, ""df"": 424, ""n"": 467, ""n_pos"": 365, ""n_neg"": 102, ""dep_sd"": 0.7665638368484523, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0010634841234378912, ""d_discovery"": 0.41782904814468874, ""d_holdout"": 0.337191868403985, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:GFRA1,PD0325901,True,False,"{""res"": {""beta"": -0.1522699018560282, ""r"": -0.09106589971021173, ""p_two"": 0.06038663183623638, ""se"": 0.08086620205796426, ""df"": 424, ""n"": 467, ""n_pos"": 346, ""n_neg"": 121, ""dep_sd"": 0.7665638368484523, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.03019331591811819, ""d_discovery"": 0.4175489694361773, ""d_holdout"": 0.19863955816393616, ""magnitude_ok"": false, ""replicated"": false}}"
primary,MUT_HOT:BRAF,PLX-4720,True,False,"{""res"": {""beta"": -0.10458943789117885, ""r"": -0.10515928585987443, ""p_two"": 0.028487491443812598, ""se"": 0.04758648578798619, ""df"": 432, ""n"": 475, ""n_pos"": 48, ""n_neg"": 427, ""dep_sd"": 0.21116652652247597, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.014243745721906299, ""d_discovery"": 1.4329922907366124, ""d_holdout"": 0.4952936415329379, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CCDC148,Paclitaxel,True,False,"{""res"": {""beta"": -0.21423608961277893, ""r"": -0.11028121084911963, ""p_two"": 0.0214199235619795, ""se"": 0.09278761993140457, ""df"": 433, ""n"": 476, ""n_pos"": 332, ""n_neg"": 144, ""dep_sd"": 0.9155786953784764, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.01070996178098975, ""d_discovery"": 0.5237289229379045, ""d_holdout"": 0.23398981506905783, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:NOS1AP,Paclitaxel,True,True,"{""res"": {""beta"": -0.20754792349620085, ""r"": -0.11374563400086417, ""p_two"": 0.01763308553124269, ""se"": 0.08711880504854232, ""df"": 433, ""n"": 476, ""n_pos"": 190, ""n_neg"": 286, ""dep_sd"": 0.9155786953784764, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.008816542765621344, ""d_discovery"": 0.43924664388562684, ""d_holdout"": 0.22668496388549753, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ABCB1,Paclitaxel,True,True,"{""res"": {""beta"": -0.45648970074705325, ""r"": -0.22969717740152307, ""p_two"": 1.2865632974381389e-06, ""se"": 0.09295252883893787, ""df"": 433, ""n"": 476, ""n_pos"": 328, ""n_neg"": 148, ""dep_sd"": 0.9155786953784764, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 6.432816487190694e-07, ""d_discovery"": 0.4245442901106766, ""d_holdout"": 0.49858051858486324, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:CEACAM1,Paclitaxel,True,True,"{""res"": {""beta"": -0.24074904931795205, ""r"": -0.12783568501006326, ""p_two"": 0.0075961171391785345, ""se"": 0.08976160349737279, ""df"": 433, ""n"": 476, ""n_pos"": 224, ""n_neg"": 252, ""dep_sd"": 0.9155786953784764, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0037980585695892672, ""d_discovery"": 0.39192008109970067, ""d_holdout"": 0.26294741296752505, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:CCDC96,Paclitaxel,True,False,"{""res"": {""beta"": -0.14208967589028806, ""r"": -0.07928242101966355, ""p_two"": 0.09865520860908633, ""se"": 0.0858563538979857, ""df"": 433, ""n"": 476, ""n_pos"": 248, ""n_neg"": 228, ""dep_sd"": 0.9155786953784764, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.049327604304543166, ""d_discovery"": 0.3888256402247873, ""d_holdout"": 0.15519111203385078, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:RORA,Paclitaxel,True,False,"{""res"": {""beta"": -0.09978419362446968, ""r"": -0.05803421402560343, ""p_two"": 0.227072265153231, ""se"": 0.08248996457545349, ""df"": 433, ""n"": 476, ""n_pos"": 217, ""n_neg"": 259, ""dep_sd"": 0.9155786953784764, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.1135361325766155, ""d_discovery"": 0.3538751110470657, ""d_holdout"": 0.1089848356325302, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ARHGAP26,Palbociclib,True,False,"{""res"": {""beta"": -0.10389558745408983, ""r"": -0.07449819915832996, ""p_two"": 0.12165178555358726, ""se"": 0.06698910466490192, ""df"": 431, ""n"": 474, ""n_pos"": 17, ""n_neg"": 457, ""dep_sd"": 0.2477115051691662, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.06082589277679363, ""d_discovery"": 0.6373810468634413, ""d_holdout"": 0.41942172763892355, ""magnitude_ok"": true, ""replicated"": false}}"
primary,EXPR_LOW:NAV2,Palbociclib,True,True,"{""res"": {""beta"": -0.12368324777066042, ""r"": -0.14823620821260702, ""p_two"": 0.0019828921551593597, ""se"": 0.03974597492858839, ""df"": 431, ""n"": 474, ""n_pos"": 49, ""n_neg"": 425, ""dep_sd"": 0.2477115051691662, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0009914460775796799, ""d_discovery"": 0.5058216203648825, ""d_holdout"": 0.49930360596773704, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:CHMP4C,Palbociclib,True,False,"{""res"": {""beta"": -0.06150548003952788, ""r"": -0.07794870578428503, ""p_two"": 0.10527866350549, ""se"": 0.03789159241728051, ""df"": 431, ""n"": 474, ""n_pos"": 113, ""n_neg"": 361, ""dep_sd"": 0.2477115051691662, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.052639331752745, ""d_discovery"": 0.45469732271391017, ""d_holdout"": 0.24829480567535525, ""magnitude_ok"": true, ""replicated"": false}}"
primary,EXPR_LOW:CLIC5,Palbociclib,True,True,"{""res"": {""beta"": -0.10140424301942226, ""r"": -0.15685637178187695, ""p_two"": 0.0010572617762697736, ""se"": 0.030754298815895795, ""df"": 431, ""n"": 474, ""n_pos"": 375, ""n_neg"": 99, ""dep_sd"": 0.2477115051691662, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0005286308881348868, ""d_discovery"": 0.4165647017203082, ""d_holdout"": 0.40936428427162336, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:LAMB3,Palbociclib,True,True,"{""res"": {""beta"": -0.0943888591366024, ""r"": -0.10279503240999972, ""p_two"": 0.03247531299083392, ""se"": 0.043994988580254656, ""df"": 431, ""n"": 474, ""n_pos"": 40, ""n_neg"": 434, ""dep_sd"": 0.2477115051691662, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.01623765649541696, ""d_discovery"": 0.41258343832849126, ""d_holdout"": 0.38104350087470795, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PRSS8,Palbociclib,True,True,"{""res"": {""beta"": -0.05826673237819863, ""r"": -0.09970758739286327, ""p_two"": 0.038083620223879865, ""se"": 0.02800813726590214, ""df"": 431, ""n"": 474, ""n_pos"": 242, ""n_neg"": 232, ""dep_sd"": 0.2477115051691662, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.019041810111939932, ""d_discovery"": 0.4063852801873637, ""d_holdout"": 0.23522012971665296, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:GPRC5A,Pevonedistat,True,True,"{""res"": {""beta"": -0.176539682783989, ""r"": -0.1415120628420242, ""p_two"": 0.003063515588338261, ""se"": 0.05928043291128608, ""df"": 434, ""n"": 477, ""n_pos"": 44, ""n_neg"": 433, ""dep_sd"": 0.3215241516242147, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0015317577941691305, ""d_discovery"": 0.6310069551451233, ""d_holdout"": 0.5490712964863738, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:CAPN8,Pevonedistat,True,True,"{""res"": {""beta"": -0.14177412074520893, ""r"": -0.170857415178792, ""p_two"": 0.0003386942447629569, ""se"": 0.03924504956172083, ""df"": 434, ""n"": 477, ""n_pos"": 332, ""n_neg"": 145, ""dep_sd"": 0.3215241516242147, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.00016934712238147846, ""d_discovery"": 0.5017472725987078, ""d_holdout"": 0.4409439229651064, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:TMEM45B,Pevonedistat,True,True,"{""res"": {""beta"": -0.07811709641821553, ""r"": -0.10034729327993885, ""p_two"": 0.0362076913715706, ""se"": 0.03717901676713791, ""df"": 434, ""n"": 477, ""n_pos"": 276, ""n_neg"": 201, ""dep_sd"": 0.3215241516242147, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0181038456857853, ""d_discovery"": 0.4416003257728311, ""d_holdout"": 0.2429587202815042, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:BTC,Pevonedistat,True,True,"{""res"": {""beta"": -0.08301113761426002, ""r"": -0.11806095896483372, ""p_two"": 0.013634905467649143, ""se"": 0.03351484535482199, ""df"": 434, ""n"": 477, ""n_pos"": 234, ""n_neg"": 243, ""dep_sd"": 0.3215241516242147, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.006817452733824571, ""d_discovery"": 0.42509497247495254, ""d_holdout"": 0.25818009998602004, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:CEACAM6,Pevonedistat,True,True,"{""res"": {""beta"": -0.10599573190292892, ""r"": -0.13261991092993633, ""p_two"": 0.005545752791744866, ""se"": 0.03802608386509616, ""df"": 434, ""n"": 477, ""n_pos"": 318, ""n_neg"": 159, ""dep_sd"": 0.3215241516242147, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.002772876395872433, ""d_discovery"": 0.42442852044178025, ""d_holdout"": 0.32966646943154904, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:HRCT1,Pevonedistat,True,True,"{""res"": {""beta"": -0.08820961900748352, ""r"": -0.13162044364524453, ""p_two"": 0.005915848903432129, ""se"": 0.03188988248743242, ""df"": 434, ""n"": 477, ""n_pos"": 243, ""n_neg"": 234, ""dep_sd"": 0.3215241516242147, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0029579244517160645, ""d_discovery"": 0.4143744025383255, ""d_holdout"": 0.27434834541008163, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:IRS2,Rapamycin,True,True,"{""res"": {""beta"": -0.22317312853934784, ""r"": -0.12320681764962092, ""p_two"": 0.01064348165827237, ""se"": 0.08699046883144672, ""df"": 427, ""n"": 470, ""n_pos"": 61, ""n_neg"": 409, ""dep_sd"": 0.5987673435948957, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.005321740829136185, ""d_discovery"": 0.5496825784443723, ""d_holdout"": 0.3727209423270396, ""magnitude_ok"": true, ""replicated"": true}}"
