set,context,drug,tested,replicated,result
primary,EXPR_LOW:GPR39,Axitinib,True,True,"{""res"": {""beta"": -0.09784793191777885, ""r"": -0.1517347887243473, ""p_two"": 0.0015228203181921888, ""se"": 0.030666674528241476, ""df"": 432, ""n"": 475, ""n_pos"": 61, ""n_neg"": 414, ""dep_sd"": 0.2030061917251841, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0007614101590960944, ""d_discovery"": 0.5165124427528555, ""d_holdout"": 0.48199481545980966, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ARHGAP29,Axitinib,True,True,"{""res"": {""beta"": -0.07979125022305963, ""r"": -0.1087535254899522, ""p_two"": 0.023462648117875077, ""se"": 0.035090250730939895, ""df"": 432, ""n"": 475, ""n_pos"": 43, ""n_neg"": 432, ""dep_sd"": 0.2030061917251841, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.011731324058937538, ""d_discovery"": 0.509771121718729, ""d_holdout"": 0.3930483575154967, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SP100,BI-2536,True,True,"{""res"": {""beta"": -0.700578549035494, ""r"": -0.11171951369537392, ""p_two"": 0.021093104279782088, ""se"": 0.3026338800074412, ""df"": 424, ""n"": 467, ""n_pos"": 22, ""n_neg"": 445, ""dep_sd"": 1.2050206252442812, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.010546552139891044, ""d_discovery"": 0.7322239975747424, ""d_holdout"": 0.581383035575406, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:GSDMD,BI-2536,True,True,"{""res"": {""beta"": -0.5550798070020414, ""r"": -0.1113523507156832, ""p_two"": 0.021522741965803387, ""se"": 0.24058236790132842, ""df"": 424, ""n"": 467, ""n_pos"": 32, ""n_neg"": 435, ""dep_sd"": 1.2050206252442812, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.010761370982901693, ""d_discovery"": 0.6558377127286297, ""d_holdout"": 0.4606392582612566, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:MYOF,BI-2536,True,True,"{""res"": {""beta"": -0.6647570461995802, ""r"": -0.08434811252520663, ""p_two"": 0.08205057172668585, ""se"": 0.38137675026593937, ""df"": 424, ""n"": 467, ""n_pos"": 16, ""n_neg"": 451, ""dep_sd"": 1.2050206252442812, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.04102528586334293, ""d_discovery"": 0.6141948847398087, ""d_holdout"": 0.5516561561465564, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:EPAS1,BI-2536,True,True,"{""res"": {""beta"": -1.0931845408765328, ""r"": -0.20364561788515917, ""p_two"": 2.282351911723335e-05, ""se"": 0.2552336849342839, ""df"": 424, ""n"": 467, ""n_pos"": 30, ""n_neg"": 437, ""dep_sd"": 1.2050206252442812, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.1411759558616674e-05, ""d_discovery"": 0.5464247920300522, ""d_holdout"": 0.9071915600240643, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:C11orf52,BI-2536,True,True,"{""res"": {""beta"": -0.513866228101044, ""r"": -0.1752500059608115, ""p_two"": 0.0002783490518308756, ""se"": 0.14019592749508264, ""df"": 424, ""n"": 467, ""n_pos"": 193, ""n_neg"": 274, ""dep_sd"": 1.2050206252442812, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0001391745259154378, ""d_discovery"": 0.5062626677994234, ""d_holdout"": 0.4264377035014428, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PRSS22,BI-2536,True,True,"{""res"": {""beta"": -0.5201570130208, ""r"": -0.16982659885003665, ""p_two"": 0.0004307534561565947, ""se"": 0.14658548595217444, ""df"": 424, ""n"": 467, ""n_pos"": 236, ""n_neg"": 231, ""dep_sd"": 1.2050206252442812, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.00021537672807829734, ""d_discovery"": 0.5020862665352738, ""d_holdout"": 0.4316581825438498, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PLAAT4,Bromosporine,True,False,"{""res"": {""beta"": -0.032449014068918744, ""r"": -0.05405813708505706, ""p_two"": 0.26899981507464954, ""se"": 0.029316815580927566, ""df"": 418, ""n"": 461, ""n_pos"": 92, ""n_neg"": 369, ""dep_sd"": 0.22933143704011338, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.13449990753732477, ""d_discovery"": 0.482263159009154, ""d_holdout"": 0.1414939638791996, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:PLAAT2,Bromosporine,True,False,"{""res"": {""beta"": -0.023197295052590786, ""r"": -0.03824015232719575, ""p_two"": 0.434426034818871, ""se"": 0.029649121045575575, ""df"": 418, ""n"": 461, ""n_pos"": 355, ""n_neg"": 106, ""dep_sd"": 0.22933143704011338, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2172130174094355, ""d_discovery"": 0.44700034121034316, ""d_holdout"": 0.10115183226507773, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:STK32A,Buparlisib,True,False,"{""res"": {""beta"": -0.012647431084133137, ""r"": -0.02141819529881674, ""p_two"": 0.6681554646464029, ""se"": 0.029481367480783723, ""df"": 401, ""n"": 444, ""n_pos"": 328, ""n_neg"": 116, ""dep_sd"": 0.23038277127606493, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.3340777323232014, ""d_discovery"": 0.5780813963933576, ""d_holdout"": 0.05489746917306534, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CCDC148,Buparlisib,True,False,"{""res"": {""beta"": -0.011066762722768603, ""r"": -0.020992507025956002, ""p_two"": 0.6743693525065899, ""se"": 0.026320151836608827, ""df"": 401, ""n"": 444, ""n_pos"": 309, ""n_neg"": 135, ""dep_sd"": 0.23038277127606493, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.33718467625329496, ""d_discovery"": 0.5025866655668407, ""d_holdout"": 0.04803641635818085, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SYT13,Buparlisib,True,False,"{""res"": {""beta"": -0.02358146853771901, ""r"": -0.03872440449605697, ""p_two"": 0.43818419376576007, ""se"": 0.030387014924894134, ""df"": 401, ""n"": 444, ""n_pos"": 339, ""n_neg"": 105, ""dep_sd"": 0.23038277127606493, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.21909209688288003, ""d_discovery"": 0.4465275298000191, ""d_holdout"": 0.10235777791500571, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CRYAB,Camptothecin,True,False,"{""res"": {""beta"": -0.24952328524430922, ""r"": -0.09166335907393208, ""p_two"": 0.05637782516906655, ""se"": 0.13041910682683866, ""df"": 432, ""n"": 475, ""n_pos"": 218, ""n_neg"": 257, ""dep_sd"": 1.2259911971469466, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.028188912584533276, ""d_discovery"": 0.42253640870237263, ""d_holdout"": 0.20352779516279146, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:PRODH,Camptothecin,True,True,"{""res"": {""beta"": -0.354659536893541, ""r"": -0.13800793317425405, ""p_two"": 0.0039694775563011145, ""se"": 0.12245879921833489, ""df"": 432, ""n"": 475, ""n_pos"": 211, ""n_neg"": 264, ""dep_sd"": 1.2259911971469466, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0019847387781505572, ""d_discovery"": 0.36875705858311225, ""d_holdout"": 0.2892839179586962, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:TMEM191C,Camptothecin,True,True,"{""res"": {""beta"": -0.45941630509123177, ""r"": -0.1919592068680087, ""p_two"": 5.697986618558085e-05, ""se"": 0.11300636975395151, ""df"": 432, ""n"": 475, ""n_pos"": 222, ""n_neg"": 253, ""dep_sd"": 1.2259911971469466, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 2.8489933092790427e-05, ""d_discovery"": 0.32387286861296916, ""d_holdout"": 0.37473050880002884, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:AIFM2,Cediranib,True,False,"{""res"": {""beta"": -0.01245223850941707, ""r"": -0.011224904345723846, ""p_two"": 0.8160435952820528, ""se"": 0.05349376826444997, ""df"": 430, ""n"": 473, ""n_pos"": 21, ""n_neg"": 452, ""dep_sd"": 0.22632794699559647, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.4080217976410264, ""d_discovery"": 0.6956461919523714, ""d_holdout"": 0.0550185634373264, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:STING1,Cediranib,True,False,"{""res"": {""beta"": -0.0210986970125541, ""r"": -0.027478540354518154, ""p_two"": 0.568960210412805, ""se"": 0.03701380433741921, ""df"": 430, ""n"": 473, ""n_pos"": 47, ""n_neg"": 426, ""dep_sd"": 0.22632794699559647, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2844801052064025, ""d_discovery"": 0.5475760699959015, ""d_holdout"": 0.09322179294528132, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:PARD3B,Crizotinib,True,False,"{""res"": {""beta"": -0.011652610489730236, ""r"": -0.033235312190691244, ""p_two"": 0.4893306113485359, ""se"": 0.016839900784525873, ""df"": 433, ""n"": 476, ""n_pos"": 174, ""n_neg"": 302, ""dep_sd"": 0.160980536976204, ""n_broad_ids"": 3}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.24466530567426795, ""d_discovery"": 0.31693825322928354, ""d_holdout"": 0.07238521319787072, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:LAMB3,Cytarabine,True,False,"{""res"": {""beta"": 0.02115096390413978, ""r"": 0.030412416674442725, ""p_two"": 0.5347242970210642, ""se"": 0.03404162387240948, ""df"": 417, ""n"": 460, ""n_pos"": 40, ""n_neg"": 420, ""dep_sd"": 0.18006846390124137, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.7326378514894679, ""d_discovery"": 0.4376637833757614, ""d_holdout"": 0.11746067826590688, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CPEB2,Cytarabine,True,False,"{""res"": {""beta"": -0.015015393538520716, ""r"": -0.02823345954422075, ""p_two"": 0.5644036971843237, ""se"": 0.026033432374024487, ""df"": 417, ""n"": 460, ""n_pos"": 68, ""n_neg"": 392, ""dep_sd"": 0.18006846390124137, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.28220184859216185, ""d_discovery"": 0.4343357806324132, ""d_holdout"": 0.08338713627698804, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CRYAB,Cytarabine,True,False,"{""res"": {""beta"": 0.0073168504309602785, ""r"": 0.017488254111497178, ""p_two"": 0.7211415771436059, ""se"": 0.020485344532242513, ""df"": 417, ""n"": 460, ""n_pos"": 209, ""n_neg"": 251, ""dep_sd"": 0.18006846390124137, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.639429211428197, ""d_discovery"": 0.38048195826570447, ""d_holdout"": 0.04063371382438853, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:IFITM10,Cytarabine,True,False,"{""res"": {""beta"": -0.0012397505237203143, ""r"": -0.003147767997314826, ""p_two"": 0.9487784306520993, ""se"": 0.019286854565682392, ""df"": 417, ""n"": 460, ""n_pos"": 290, ""n_neg"": 170, ""dep_sd"": 0.18006846390124137, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.47438921532604966, ""d_discovery"": 0.3793215326631108, ""d_holdout"": 0.006884884209376363, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SLC22A4,Cytarabine,True,False,"{""res"": {""beta"": -0.017400481308648033, ""r"": -0.04299519905082461, ""p_two"": 0.38001611643332284, ""se"": 0.019800286888508968, ""df"": 417, ""n"": 460, ""n_pos"": 183, ""n_neg"": 277, ""dep_sd"": 0.18006846390124137, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.19000805821666142, ""d_discovery"": 0.3589481443325673, ""d_holdout"": 0.09663258591571779, ""magnitude_ok"": false, ""replicated"": false}}"
primary,MUT_HOT:BRAF,Dabrafenib,True,True,"{""res"": {""beta"": -0.5990252175114585, ""r"": -0.4075921367488189, ""p_two"": 7.69104060117374e-19, ""se"": 0.06449472325836621, ""df"": 433, ""n"": 476, ""n_pos"": 49, ""n_neg"": 427, ""dep_sd"": 0.39549764589621306, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 3.84552030058687e-19, ""d_discovery"": 1.7188133969333474, ""d_holdout"": 1.5146113351801225, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:GRAMD2A,Dactolisib,True,False,"{""res"": {""beta"": -0.09231207521849831, ""r"": -0.09013766175256992, ""p_two"": 0.0612259945599402, ""se"": 0.04918656733389189, ""df"": 430, ""n"": 473, ""n_pos"": 326, ""n_neg"": 147, ""dep_sd"": 0.43083056242743917, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0306129972799701, ""d_discovery"": 0.5292052769346232, ""d_holdout"": 0.2142653824240837, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:KRT23,Dactolisib,True,False,"{""res"": {""beta"": -0.07388283891427323, ""r"": -0.07120401776080354, ""p_two"": 0.1395321040828554, ""se"": 0.04991155579808884, ""df"": 430, ""n"": 473, ""n_pos"": 342, ""n_neg"": 131, ""dep_sd"": 0.43083056242743917, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0697660520414277, ""d_discovery"": 0.49984766345285286, ""d_holdout"": 0.17148931704843162, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SMIM5,Dactolisib,True,False,"{""res"": {""beta"": -0.04134425767682056, ""r"": -0.040001197702588275, ""p_two"": 0.4069163726027315, ""se"": 0.04980354321463132, ""df"": 430, ""n"": 473, ""n_pos"": 371, ""n_neg"": 102, ""dep_sd"": 0.43083056242743917, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.20345818630136575, ""d_discovery"": 0.46390782296460287, ""d_holdout"": 0.09596407795183702, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CCDC148,Dactolisib,True,False,"{""res"": {""beta"": -0.0792062820624369, ""r"": -0.08260892971292529, ""p_two"": 0.0863540644113663, ""se"": 0.0460798929510383, ""df"": 430, ""n"": 473, ""n_pos"": 330, ""n_neg"": 143, ""dep_sd"": 0.43083056242743917, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.04317703220568315, ""d_discovery"": 0.4611620240160117, ""d_holdout"": 0.18384555082667073, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:RORA,Dactolisib,True,False,"{""res"": {""beta"": -0.07690464725807947, ""r"": -0.09063257788050336, ""p_two"": 0.05981157811029006, ""se"": 0.04075143935138234, ""df"": 430, ""n"": 473, ""n_pos"": 216, ""n_neg"": 257, ""dep_sd"": 0.43083056242743917, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.02990578905514503, ""d_discovery"": 0.3850256898281959, ""d_holdout"": 0.1785032306547004, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:HEBP1,Dasatinib,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:EXOC6B,Dasatinib,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:TFF3,Dasatinib,True,False,"{""res"": {""beta"": -0.14621688994547039, ""r"": -0.10427530422261624, ""p_two"": 0.030431495675356645, ""se"": 0.0673307395159289, ""df"": 429, ""n"": 472, ""n_pos"": 364, ""n_neg"": 108, ""dep_sd"": 0.6111816499686086, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.015215747837678322, ""d_discovery"": 0.5316052462999581, ""d_holdout"": 0.2392363873375131, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:PIP5K1B,Dasatinib,True,True,"{""res"": {""beta"": -0.32722448508418606, ""r"": -0.20867368649801504, ""p_two"": 1.2551969061569659e-05, ""se"": 0.07404262304310005, ""df"": 429, ""n"": 472, ""n_pos"": 385, ""n_neg"": 87, ""dep_sd"": 0.6111816499686086, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 6.2759845307848295e-06, ""d_discovery"": 0.5137335267785378, ""d_holdout"": 0.5353964489951439, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ZSWIM5,Dasatinib,True,True,"{""res"": {""beta"": -0.21813524566003645, ""r"": -0.1801825136261125, ""p_two"": 0.00016947511767339012, ""se"": 0.05749336559038134, ""df"": 429, ""n"": 472, ""n_pos"": 307, ""n_neg"": 165, ""dep_sd"": 0.6111816499686086, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 8.473755883669506e-05, ""d_discovery"": 0.4927885702076062, ""d_holdout"": 0.3569073869793707, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:TMEM176A,Dasatinib,True,False,"{""res"": {""beta"": -0.09156537202668455, ""r"": -0.05355699460054437, ""p_two"": 0.2672406349310505, ""se"": 0.08242570498393834, ""df"": 429, ""n"": 472, ""n_pos"": 404, ""n_neg"": 68, ""dep_sd"": 0.6111816499686086, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.13362031746552525, ""d_discovery"": 0.484279231186489, ""d_holdout"": 0.14981695218007202, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:HRCT1,Dinaciclib,True,True,"{""res"": {""beta"": -0.16672916323035175, ""r"": -0.1583985580778139, ""p_two"": 0.0009035962848326113, ""se"": 0.049888187016175714, ""df"": 434, ""n"": 477, ""n_pos"": 243, ""n_neg"": 234, ""dep_sd"": 0.5231676913286001, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.00045179814241630564, ""d_discovery"": 0.4014136744962286, ""d_holdout"": 0.31869162793088013, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:CCDC148,Docetaxel,True,False,"{""res"": {""beta"": -0.1596492623544591, ""r"": -0.08336912094428796, ""p_two"": 0.08241853570982903, ""se"": 0.09170715358244444, ""df"": 433, ""n"": 476, ""n_pos"": 332, ""n_neg"": 144, ""dep_sd"": 0.8947620626304832, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.041209267854914515, ""d_discovery"": 0.5225677809528013, ""d_holdout"": 0.1784264990908434, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:TTYH1,Docetaxel,True,False,"{""res"": {""beta"": -0.11035175676732108, ""r"": -0.06037750831715613, ""p_two"": 0.2088274356857986, ""se"": 0.08767324323737369, ""df"": 433, ""n"": 476, ""n_pos"": 332, ""n_neg"": 144, ""dep_sd"": 0.8947620626304832, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.1044137178428993, ""d_discovery"": 0.4023360351527332, ""d_holdout"": 0.1233308399809681, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:NOS1AP,Docetaxel,True,True,"{""res"": {""beta"": -0.1977454859196604, ""r"": -0.10993913971636211, ""p_two"": 0.021829565608858906, ""se"": 0.08591514568019575, ""df"": 433, ""n"": 476, ""n_pos"": 190, ""n_neg"": 286, ""dep_sd"": 0.8947620626304832, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.010914782804429453, ""d_discovery"": 0.39353304968094605, ""d_holdout"": 0.2210034311672922, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:TCF7L1,Entinostat,True,False,"{""res"": {""beta"": -0.001593888503083699, ""r"": -0.0025641381492895244, ""p_two"": 0.9579665852621202, ""se"": 0.030223510476296366, ""df"": 423, ""n"": 466, ""n_pos"": 136, ""n_neg"": 330, ""dep_sd"": 0.2634044701050606, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.4789832926310601, ""d_discovery"": 0.3900082587903704, ""d_holdout"": 0.006051106507220497, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:STOX2,Entinostat,True,False,"{""res"": {""beta"": -0.020731557041565145, ""r"": -0.03677983941192471, ""p_two"": 0.4494941682910765, ""se"": 0.027387851370907247, ""df"": 423, ""n"": 466, ""n_pos"": 237, ""n_neg"": 229, ""dep_sd"": 0.2634044701050606, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.22474708414553826, ""d_discovery"": 0.3497420220837747, ""d_holdout"": 0.07870617014698433, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SYCP2,Entinostat,True,False,"{""res"": {""beta"": 0.0010571024079762173, ""r"": 0.001812367630350213, ""p_two"": 0.9702833545803937, ""se"": 0.028359584801377326, ""df"": 423, ""n"": 466, ""n_pos"": 207, ""n_neg"": 259, ""dep_sd"": 0.2634044701050606, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.5148583227098031, ""d_discovery"": 0.3380221569073541, ""d_holdout"": 0.004013228809498127, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:NAV2,Epirubicin,True,False,"{""res"": {""beta"": -0.16885947694229927, ""r"": -0.07057016340742532, ""p_two"": 0.14592261913205573, ""se"": 0.11591436519017986, ""df"": 424, ""n"": 467, ""n_pos"": 48, ""n_neg"": 419, ""dep_sd"": 0.6886094627264512, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.07296130956602787, ""d_discovery"": 0.5231814073718635, ""d_holdout"": 0.24521806057344056, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CHMP4C,Epirubicin,True,False,"{""res"": {""beta"": -0.14756991807713243, ""r"": -0.06446701181663193, ""p_two"": 0.1841594920771398, ""se"": 0.11093613324481913, ""df"": 424, ""n"": 467, ""n_pos"": 111, ""n_neg"": 356, ""dep_sd"": 0.6886094627264512, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0920797460385699, ""d_discovery"": 0.49652240915661344, ""d_holdout"": 0.2143013218157798, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CYP4F12,Epirubicin,True,True,"{""res"": {""beta"": -0.24520787799666247, ""r"": -0.14552973933083085, ""p_two"": 0.002604582085896346, ""se"": 0.0809564395055441, ""df"": 424, ""n"": 467, ""n_pos"": 317, ""n_neg"": 150, ""dep_sd"": 0.6886094627264512, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.001302291042948173, ""d_discovery"": 0.4428338236603213, ""d_holdout"": 0.35609135695840827, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:LURAP1L,Epirubicin,True,True,"{""res"": {""beta"": -0.23005157281286284, ""r"": -0.12291508139473845, ""p_two"": 0.011113189448009306, ""se"": 0.09020516068526428, ""df"": 424, ""n"": 467, ""n_pos"": 78, ""n_neg"": 389, ""dep_sd"": 0.6886094627264512, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.005556594724004653, ""d_discovery"": 0.43476910907573296, ""d_holdout"": 0.33408134111606075, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:STON2,Epirubicin,True,True,"{""res"": {""beta"": -0.13399962900452714, ""r"": -0.08678361661654939, ""p_two"": 0.07356525947841962, ""se"": 0.074703562170533, ""df"": 424, ""n"": 467, ""n_pos"": 141, ""n_neg"": 326, ""dep_sd"": 0.6886094627264512, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.03678262973920981, ""d_discovery"": 0.38350294666685886, ""d_holdout"": 0.19459452165233784, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:RORA,Epirubicin,True,True,"{""res"": {""beta"": -0.19051871279598373, ""r"": -0.1387128244371775, ""p_two"": 0.004124656452937063, ""se"": 0.0660570525611093, ""df"": 424, ""n"": 467, ""n_pos"": 210, ""n_neg"": 257, ""dep_sd"": 0.6886094627264512, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0020623282264685314, ""d_discovery"": 0.33967869064824174, ""d_holdout"": 0.27667164497224883, ""magnitude_ok"": true, ""replicated"": true}}"
primary,MUT_DAM:CD36,Fludarabine,True,False,"{""res"": {""beta"": 0.1569640334771647, ""r"": 0.0822865096060042, ""p_two"": 0.09777770334066693, ""se"": 0.09458134967866075, ""df"": 404, ""n"": 447, ""n_pos"": 6, ""n_neg"": 441, ""dep_sd"": 0.20711576285546923, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.9511111483296666, ""d_discovery"": 1.3344649117047793, ""d_holdout"": 0.7578565306335389, ""magnitude_ok"": true, ""replicated"": false}}"
primary,EXPR_LOW:IFI16,Fulvestrant,True,False,"{""res"": {""beta"": 0.04736180062165767, ""r"": 0.06913413858321016, ""p_two"": 0.15777233123392914, ""se"": 0.033467808253992835, ""df"": 417, ""n"": 460, ""n_pos"": 73, ""n_neg"": 387, ""dep_sd"": 0.22863884834709797, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.9211138343830354, ""d_discovery"": 0.512490280347944, ""d_holdout"": 0.20714677739172938, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:GBP3,Fulvestrant,True,True,"{""res"": {""beta"": -0.08165618590956565, ""r"": -0.1025217316875987, ""p_two"": 0.035920274139046734, ""se"": 0.038798119804905114, ""df"": 417, ""n"": 460, ""n_pos"": 51, ""n_neg"": 409, ""dep_sd"": 0.22863884834709797, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.017960137069523367, ""d_discovery"": 0.5057172099452139, ""d_holdout"": 0.35714047065878723, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PADI1,Fulvestrant,True,False,"{""res"": {""beta"": -0.034738738584719105, ""r"": -0.06946875021231266, ""p_two"": 0.15576579403661583, ""se"": 0.024429020958136826, ""df"": 417, ""n"": 460, ""n_pos"": 240, ""n_neg"": 220, ""dep_sd"": 0.22863884834709797, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.07788289701830792, ""d_discovery"": 0.4709814347078451, ""d_holdout"": 0.15193716569102914, ""magnitude_ok"": false, ""replicated"": false}}"
